alternative,probability_1,probability_2,probability_3
43,0.00016651832914029121,0.00016651832914029121,0.00016651832914029121
44,0.0001798515903363335,0.0001798515903363335,0.0001798515903363335
45,0.00017810978954194384,0.00017810978954194384,0.00017810978954194384
46,6.992757181853829e-05,6.992757181853829e-05,6.992757181853829e-05
47,0.0002191161793490511,0.0002191161793490511,0.0002191161793490511
48,0.00022094190980046657,0.00022094190980046657,0.00022094190980046657
49,0.0003045772352434065,0.0003045772352434065,0.0003045772352434065
50,0.000179782130817789,0.000179782130817789,0.000179782130817789
51,0.00022198262844094437,0.00022198262844094437,0.00022198262844094437
52,6.5103239693924915e-06,6.5103239693924915e-06,6.5103239693924915e-06
53,0.0004165519423891167,0.0004165519423891167,0.0004165519423891167
54,0.0001671739934850983,0.0001671739934850983,0.0001671739934850983
55,1.0267820777941613e-06,1.0267820777941613e-06,1.0267820777941613e-06
56,0.00031152417199533896,0.00031152417199533896,0.00031152417199533896
57,0.0003351668229916524,0.0003351668229916524,0.0003351668229916524
58,0.0004836825467844582,0.0004836825467844582,0.0004836825467844582
59,0.00025907766923519013,0.00025907766923519013,0.00025907766923519013
60,0.00023031479278865877,0.00023031479278865877,0.00023031479278865877
61,0.000573435789428157,0.000573435789428157,0.000573435789428157
62,0.0004011007871359284,0.0004011007871359284,0.0004011007871359284
63,0.00041059681170293793,0.00041059681170293793,0.00041059681170293793
64,0.00038390832755625726,0.00038390832755625726,0.00038390832755625726
65,0.00016685786069717035,0.00016685786069717035,0.00016685786069717035
66,0.0002134724378851042,0.0002134724378851042,0.0002134724378851042
67,0.00018785697922028363,0.00018785697922028363,0.00018785697922028363
68,0.00024087084141759452,0.00024087084141759452,0.00024087084141759452
69,0.00035170449895912596,0.00035170449895912596,0.00035170449895912596
70,0.0003252676089662986,0.0003252676089662986,0.0003252676089662986
71,8.890143590631534e-05,8.890143590631534e-05,8.890143590631534e-05
72,0.00017727923772109015,0.00017727923772109015,0.00017727923772109015
73,9.972171897983338e-05,9.972171897983338e-05,9.972171897983338e-05
74,1.3595703858778012e-05,1.3595703858778012e-05,1.3595703858778012e-05
75,8.850984754146912e-05,8.850984754146912e-05,8.850984754146912e-05
76,0.00026251382475400324,0.00026251382475400324,0.00026251382475400324
77,0.00034639220688845114,0.00034639220688845114,0.00034639220688845114
78,0.00010245225646004423,0.00010245225646004423,0.00010245225646004423
79,0.00020598347553520957,0.00020598347553520957,0.00020598347553520957
80,0.0004113395429067093,0.0004113395429067093,0.0004113395429067093
81,6.30114717313623e-05,6.30114717313623e-05,6.30114717313623e-05
82,0.00014188457821537865,0.00014188457821537865,0.00014188457821537865
83,0.0001172567898289379,0.0001172567898289379,0.0001172567898289379
84,0.00017840362762613007,0.00017840362762613007,0.00017840362762613007
85,0.0004174896306759559,0.0004174896306759559,0.0004174896306759559
86,0.00023315835083738344,0.00023315835083738344,0.00023315835083738344
87,0.00018897597458886415,0.00018897597458886415,0.00018897597458886415
88,0.0003430787311048579,0.0003430787311048579,0.0003430787311048579
89,0.00018968660939508547,0.00018968660939508547,0.00018968660939508547
90,0.00026116883805518427,0.00026116883805518427,0.00026116883805518427
91,0.0001673613667793707,0.0001673613667793707,0.0001673613667793707
92,0.00012918849534010357,0.00012918849534010357,0.00012918849534010357
93,7.951796921305705e-05,7.951796921305705e-05,7.951796921305705e-05
94,0.00014859762059674707,0.00014859762059674707,0.00014859762059674707
95,0.00013389054967014467,0.00013389054967014467,0.00013389054967014467
96,0.0001974318143512697,0.0001974318143512697,0.0001974318143512697
97,0.00024083955627547833,0.00024083955627547833,0.00024083955627547833
98,0.0002151350226662878,0.0002151350226662878,0.0002151350226662878
99,0.00036374669902149186,0.00036374669902149186,0.00036374669902149186
100,0.00047991288918099184,0.00047991288918099184,0.00047991288918099184
101,0.0002423018527419013,0.0002423018527419013,0.0002423018527419013
102,0.00018879671075709904,0.00018879671075709904,0.00018879671075709904
103,0.0001345894059889045,0.0001345894059889045,0.0001345894059889045
104,0.0004981374407988765,0.0004981374407988765,0.0004981374407988765
105,0.000433983208627991,0.000433983208627991,0.000433983208627991
106,0.00013231895083606557,0.00013231895083606557,0.00013231895083606557
107,6.251726078039893e-05,6.251726078039893e-05,6.251726078039893e-05
108,0.0003994584378222789,0.0003994584378222789,0.0003994584378222789
109,7.757201125007923e-05,7.757201125007923e-05,7.757201125007923e-05
110,5.385391130953603e-05,5.385391130953603e-05,5.385391130953603e-05
111,0.00017467054673502475,0.00017467054673502475,0.00017467054673502475
112,0.0004714083250838403,0.0004714083250838403,0.0004714083250838403
113,0.00016287960611993096,0.00016287960611993096,0.00016287960611993096
114,0.00014817804721651298,0.00014817804721651298,0.00014817804721651298
115,0.00040318968335585165,0.00040318968335585165,0.00040318968335585165
116,0.00044714091036187275,0.00044714091036187275,0.00044714091036187275
117,0.0003968195720854211,0.0003968195720854211,0.0003968195720854211
118,0.00018889859812939872,0.00018889859812939872,0.00018889859812939872
119,0.0002786334152390092,0.0002786334152390092,0.0002786334152390092
120,0.0002375449229480349,0.0002375449229480349,0.0002375449229480349
121,0.0003690468315097671,0.0003690468315097671,0.0003690468315097671
122,0.0002681072463185107,0.0002681072463185107,0.0002681072463185107
123,0.0004541487653053503,0.0004541487653053503,0.0004541487653053503
124,0.00027868023174464383,0.00027868023174464383,0.00027868023174464383
125,0.0004504218516753767,0.0004504218516753767,0.0004504218516753767
126,0.0002932964882339738,0.0002932964882339738,0.0002932964882339738
127,0.00025030531730775715,0.00025030531730775715,0.00025030531730775715
128,0.00018328369369707874,0.00018328369369707874,0.00018328369369707874
129,0.00023554439554864713,0.00023554439554864713,0.00023554439554864713
130,0.00046520495234842916,0.00046520495234842916,0.00046520495234842916
131,0.0002782579430822178,0.0002782579430822178,0.0002782579430822178
132,0.0004253252937174766,0.0004253252937174766,0.0004253252937174766
133,0.0007185460753351372,0.0007185460753351372,0.0007185460753351372
134,0.0005746944089992773,0.0005746944089992773,0.0005746944089992773
135,0.0002697702389542946,0.0002697702389542946,0.0002697702389542946
136,0.0005040861243735316,0.0005040861243735316,0.0005040861243735316
137,0.0008306885363883802,0.0008306885363883802,0.0008306885363883802
138,0.0004736687532754662,0.0004736687532754662,0.0004736687532754662
139,0.00041672246732903003,0.00041672246732903003,0.00041672246732903003
140,0.00027406010593207026,0.00027406010593207026,0.00027406010593207026
141,9.836459632153724e-06,9.836459632153724e-06,9.836459632153724e-06
142,0.00011088990725167285,0.00011088990725167285,0.00011088990725167285
143,0.00046445544287039103,0.00046445544287039103,0.00046445544287039103
144,0.0007588311131232445,0.0007588311131232445,0.0007588311131232445
145,7.049607327245799e-06,7.049607327245799e-06,7.049607327245799e-06
146,0.000538843468572658,0.000538843468572658,0.000538843468572658
147,0.0003638914622703564,0.0003638914622703564,0.0003638914622703564
148,0.00029224782337563485,0.00029224782337563485,0.00029224782337563485
149,0.00023960413818326602,0.00023960413818326602,0.00023960413818326602
150,0.00020068166132551496,0.00020068166132551496,0.00020068166132551496
151,0.00023437166289812976,0.00023437166289812976,0.00023437166289812976
152,0.0003074722308190651,0.0003074722308190651,0.0003074722308190651
153,0.00032361760329373366,0.00032361760329373366,0.00032361760329373366
154,0.0002907684368122399,0.0002907684368122399,0.0002907684368122399
155,0.0002694023091692305,0.0002694023091692305,0.0002694023091692305
156,0.0005208871016904244,0.0005208871016904244,0.0005208871016904244
157,5.071139695085774e-05,5.071139695085774e-05,5.071139695085774e-05
158,0.0003655906327867663,0.0003655906327867663,0.0003655906327867663
159,0.00040631262179889344,0.00040631262179889344,0.00040631262179889344
160,0.00040619997977850897,0.00040619997977850897,0.00040619997977850897
161,0.00031039864743755835,0.00031039864743755835,0.00031039864743755835
162,0.00039605095636867106,0.00039605095636867106,0.00039605095636867106
163,0.0006062413304332113,0.0006062413304332113,0.0006062413304332113
164,0.0005597786624516254,0.0005597786624516254,0.0005597786624516254
165,0.0006607846788319197,0.0006607846788319197,0.0006607846788319197
166,0.00046320451551985813,0.00046320451551985813,0.00046320451551985813
167,0.00062846348223041,0.00062846348223041,0.00062846348223041
168,0.0005973520524085679,0.0005973520524085679,0.0005973520524085679
169,0.0004789626420101913,0.0004789626420101913,0.0004789626420101913
170,0.0002208911618383074,0.0002208911618383074,0.0002208911618383074
171,0.0005209196667132521,0.0005209196667132521,0.0005209196667132521
172,0.00029134502155817954,0.00029134502155817954,0.00029134502155817954
173,0.00036554465302076613,0.00036554465302076613,0.00036554465302076613
174,8.18839004933935e-05,8.18839004933935e-05,8.18839004933935e-05
175,0.00021582107151755034,0.00021582107151755034,0.00021582107151755034
176,0.0005211267703626912,0.0005211267703626912,0.0005211267703626912
177,0.0004524117018926442,0.0004524117018926442,0.0004524117018926442
178,0.0004901999341591477,0.0004901999341591477,0.0004901999341591477
179,0.00029912736502572796,0.00029912736502572796,0.00029912736502572796
180,0.000398549756797573,0.000398549756797573,0.000398549756797573
181,0.00044131010744216366,0.00044131010744216366,0.00044131010744216366
182,0.0004894416627173634,0.0004894416627173634,0.0004894416627173634
183,0.0007475249820966504,0.0007475249820966504,0.0007475249820966504
184,0.0005917974587756584,0.0005917974587756584,0.0005917974587756584
185,0.0005968039739340274,0.0005968039739340274,0.0005968039739340274
186,0.00036840972268873415,0.00036840972268873415,0.00036840972268873415
187,7.732656253164847e-05,7.732656253164847e-05,7.732656253164847e-05
188,0.00032130068941482254,0.00032130068941482254,0.00032130068941482254
189,5.313739754300731e-05,5.313739754300731e-05,5.313739754300731e-05
190,0.00029336920592695976,0.00029336920592695976,0.00029336920592695976
191,0.0004910645093776344,0.0004910645093776344,0.0004910645093776344
192,0.00045881654553630186,0.00045881654553630186,0.00045881654553630186
193,0.0004323493041357197,0.0004323493041357197,0.0004323493041357197
194,0.0004027043143454594,0.0004027043143454594,0.0004027043143454594
195,0.0005009981373287319,0.0005009981373287319,0.0005009981373287319
196,0.00030752423227499236,0.00030752423227499236,0.00030752423227499236
197,0.0004082913570432182,0.0004082913570432182,0.0004082913570432182
198,0.0001434068174277285,0.0001434068174277285,0.0001434068174277285
199,0.00023563970358796304,0.00023563970358796304,0.00023563970358796304
200,0.000691006567243067,0.000691006567243067,0.000691006567243067
201,0.0007290245467113392,0.0007290245467113392,0.0007290245467113392
202,0.0003599802066184338,0.0003599802066184338,0.0003599802066184338
203,0.0005458100289473818,0.0005458100289473818,0.0005458100289473818
204,0.0007085005111916765,0.0007085005111916765,0.0007085005111916765
205,0.00040789900677293863,0.00040789900677293863,0.00040789900677293863
206,0.00043789663041208826,0.00043789663041208826,0.00043789663041208826
207,0.00035946336168236594,0.00035946336168236594,0.00035946336168236594
208,0.000593566976144503,0.000593566976144503,0.000593566976144503
209,0.000360623674369143,0.000360623674369143,0.000360623674369143
210,0.0007656809841267337,0.0007656809841267337,0.0007656809841267337
211,0.0003232297808562756,0.0003232297808562756,0.0003232297808562756
212,0.0005405412586417987,0.0005405412586417987,0.0005405412586417987
213,0.0005182967756126061,0.0005182967756126061,0.0005182967756126061
214,0.0004920259308749756,0.0004920259308749756,0.0004920259308749756
215,0.0001873250628354605,0.0001873250628354605,0.0001873250628354605
216,0.0003375356574358928,0.0003375356574358928,0.0003375356574358928
217,0.00024001884072908633,0.00024001884072908633,0.00024001884072908633
218,0.00041220373870689696,0.00041220373870689696,0.00041220373870689696
219,0.000425005056966736,0.000425005056966736,0.000425005056966736
220,0.0002699165029539366,0.0002699165029539366,0.0002699165029539366
221,0.00023364942579640708,0.00023364942579640708,0.00023364942579640708
222,0.00027586043426616915,0.00027586043426616915,0.00027586043426616915
223,0.0002187286546795429,0.0002187286546795429,0.0002187286546795429
224,0.00022050327572738503,0.00022050327572738503,0.00022050327572738503
225,0.00034503677776457665,0.00034503677776457665,0.00034503677776457665
226,0.00023825819294099376,0.00023825819294099376,0.00023825819294099376
227,3.118047942445991e-06,3.118047942445991e-06,3.118047942445991e-06
228,0.0004255135947717472,0.0004255135947717472,0.0004255135947717472
229,0.0006210742538597957,0.0006210742538597957,0.0006210742538597957
230,0.0003409103803580711,0.0003409103803580711,0.0003409103803580711
231,0.00034378885985910713,0.00034378885985910713,0.00034378885985910713
232,0.00038233479465339134,0.00038233479465339134,0.00038233479465339134
233,8.547539451360793e-05,8.547539451360793e-05,8.547539451360793e-05
234,0.00020258165518289727,0.00020258165518289727,0.00020258165518289727
235,0.0003267190033434972,0.0003267190033434972,0.0003267190033434972
236,0.0006571040891857045,0.0006571040891857045,0.0006571040891857045
237,0.0004316316837326619,0.0004316316837326619,0.0004316316837326619
238,0.0,0.0,0.0
239,0.000332898916002306,0.000332898916002306,0.000332898916002306
240,0.00023771964216120234,0.00023771964216120234,0.00023771964216120234
241,0.00015655500040828466,0.00015655500040828466,0.00015655500040828466
242,0.0001761807690302191,0.0001761807690302191,0.0001761807690302191
243,0.0003726132577535442,0.0003726132577535442,0.0003726132577535442
244,0.00020149076418121432,0.00020149076418121432,0.00020149076418121432
245,0.0005063420784858959,0.0005063420784858959,0.0005063420784858959
246,0.00036164950326805355,0.00036164950326805355,0.00036164950326805355
247,0.00017187943596235232,0.00017187943596235232,0.00017187943596235232
248,0.00033536661831030956,0.00033536661831030956,0.00033536661831030956
249,0.0003368417357904908,0.0003368417357904908,0.0003368417357904908
250,0.00015681408773598001,0.00015681408773598001,0.00015681408773598001
251,0.0004199477412521662,0.0004199477412521662,0.0004199477412521662
252,0.00017749766382486312,0.00017749766382486312,0.00017749766382486312
253,0.0004302049650871789,0.0004302049650871789,0.0004302049650871789
254,0.0002549604097749738,0.0002549604097749738,0.0002549604097749738
255,0.00019299602483254357,0.00019299602483254357,0.00019299602483254357
256,0.00012365157418845526,0.00012365157418845526,0.00012365157418845526
257,0.00025348284227845946,0.00025348284227845946,0.00025348284227845946
258,0.00020384375411898099,0.00020384375411898099,0.00020384375411898099
259,0.0004995000296755709,0.0004995000296755709,0.0004995000296755709
260,0.00020480804509681155,0.00020480804509681155,0.00020480804509681155
261,0.00021372149727416027,0.00021372149727416027,0.00021372149727416027
262,0.0001669144638281593,0.0001669144638281593,0.0001669144638281593
263,0.00017766557528218764,0.00017766557528218764,0.00017766557528218764
264,0.00010646781388549632,0.00010646781388549632,0.00010646781388549632
265,0.00029064999998008927,0.00029064999998008927,0.00029064999998008927
266,0.0001776025666292686,0.0001776025666292686,0.0001776025666292686
267,0.0002290974885622407,0.0002290974885622407,0.0002290974885622407
268,0.00022491115615140428,0.00022491115615140428,0.00022491115615140428
269,0.00013638865897272183,0.00013638865897272183,0.00013638865897272183
270,0.00017053271958277923,0.00017053271958277923,0.00017053271958277923
271,0.0001515859171338782,0.0001515859171338782,0.0001515859171338782
272,0.00017060186569860895,0.00017060186569860895,0.00017060186569860895
273,0.00023145717977562607,0.00023145717977562607,0.00023145717977562607
274,0.0002156324175749106,0.0002156324175749106,0.0002156324175749106
275,0.00011988025961108032,0.00011988025961108032,0.00011988025961108032
276,0.00028768897903546156,0.00028768897903546156,0.00028768897903546156
277,0.00022748054564806767,0.00022748054564806767,0.00022748054564806767
278,0.00017216453947085128,0.00017216453947085128,0.00017216453947085128
279,0.00019787434982887803,0.00019787434982887803,0.00019787434982887803
280,0.0001985086444840751,0.0001985086444840751,0.0001985086444840751
281,0.00010759217277744277,0.00010759217277744277,0.00010759217277744277
282,0.00018878136098591887,0.00018878136098591887,0.00018878136098591887
283,0.00016759209071911892,0.00016759209071911892,0.00016759209071911892
284,0.00015974599319815201,0.00015974599319815201,0.00015974599319815201
285,0.0002907653151378686,0.0002907653151378686,0.0002907653151378686
286,0.00011699218012331213,0.00011699218012331213,0.00011699218012331213
287,0.00027644836258270214,0.00027644836258270214,0.00027644836258270214
288,0.0003273351849418746,0.0003273351849418746,0.0003273351849418746
289,0.00011482482391104637,0.00011482482391104637,0.00011482482391104637
290,0.00012453651789906173,0.00012453651789906173,0.00012453651789906173
291,0.00012555283269151198,0.00012555283269151198,0.00012555283269151198
292,0.0003037881063105355,0.0003037881063105355,0.0003037881063105355
293,0.00022368360982130106,0.00022368360982130106,0.00022368360982130106
294,0.00013724762930474624,0.00013724762930474624,0.00013724762930474624
295,0.00022583014327412151,0.00022583014327412151,0.00022583014327412151
296,7.922258642028114e-05,7.922258642028114e-05,7.922258642028114e-05
297,0.000275730281143129,0.000275730281143129,0.000275730281143129
298,0.0001434072069706178,0.0001434072069706178,0.0001434072069706178
299,0.0001438553315128407,0.0001438553315128407,0.0001438553315128407
300,0.0002647906269367936,0.0002647906269367936,0.0002647906269367936
301,0.0002201866908933885,0.0002201866908933885,0.0002201866908933885
302,0.00022255815636451994,0.00022255815636451994,0.00022255815636451994
303,0.0002058237049347812,0.0002058237049347812,0.0002058237049347812
304,7.325229554380629e-05,7.325229554380629e-05,7.325229554380629e-05
305,0.00013955479426629413,0.00013955479426629413,0.00013955479426629413
306,0.0002627309475141257,0.0002627309475141257,0.0002627309475141257
307,0.0002737442648442504,0.0002737442648442504,0.0002737442648442504
308,0.00033045621700678133,0.00033045621700678133,0.00033045621700678133
309,0.00011755846202150421,0.00011755846202150421,0.00011755846202150421
310,0.00016790008022233435,0.00016790008022233435,0.00016790008022233435
311,0.0003893033007994728,0.0003893033007994728,0.0003893033007994728
312,9.666869768297494e-05,9.666869768297494e-05,9.666869768297494e-05
313,0.0003113739760501287,0.0003113739760501287,0.0003113739760501287
314,0.00012075052752248746,0.00012075052752248746,0.00012075052752248746
315,0.0001292390415813442,0.0001292390415813442,0.0001292390415813442
316,0.00024445219917976316,0.00024445219917976316,0.00024445219917976316
317,0.00015632555637739624,0.00015632555637739624,0.00015632555637739624
318,0.00013684402333626625,0.00013684402333626625,0.00013684402333626625
319,0.00022385322993843362,0.00022385322993843362,0.00022385322993843362
320,0.0001425582632108679,0.0001425582632108679,0.0001425582632108679
321,0.00022014527383080662,0.00022014527383080662,0.00022014527383080662
322,0.0002350485770033445,0.0002350485770033445,0.0002350485770033445
323,0.0002151430004305553,0.0002151430004305553,0.0002151430004305553
324,0.0003880963892272379,0.0003880963892272379,0.0003880963892272379
325,0.00017715119955166185,0.00017715119955166185,0.00017715119955166185
326,0.0003316413967683403,0.0003316413967683403,0.0003316413967683403
327,0.00019458209785116492,0.00019458209785116492,0.00019458209785116492
328,0.0003313777887280656,0.0003313777887280656,0.0003313777887280656
329,0.00041234200920049573,0.00041234200920049573,0.00041234200920049573
330,0.00039220004735298936,0.00039220004735298936,0.00039220004735298936
331,0.0003500915034609295,0.0003500915034609295,0.0003500915034609295
332,0.0007522061916691944,0.0007522061916691944,0.0007522061916691944
333,0.000583207469827032,0.000583207469827032,0.000583207469827032
334,0.000449745671302938,0.000449745671302938,0.000449745671302938
335,0.00027965002365969936,0.00027965002365969936,0.00027965002365969936
336,8.24076202242734e-05,8.24076202242734e-05,8.24076202242734e-05
337,0.00015481150534827858,0.00015481150534827858,0.00015481150534827858
338,0.00016667852075994208,0.00016667852075994208,0.00016667852075994208
339,0.00016366833846630019,0.00016366833846630019,0.00016366833846630019
340,0.00014168940862411544,0.00014168940862411544,0.00014168940862411544
341,0.00018333172774819535,0.00018333172774819535,0.00018333172774819535
342,0.00012006739664893914,0.00012006739664893914,0.00012006739664893914
343,0.00021009704432416258,0.00021009704432416258,0.00021009704432416258
344,0.00023603335274112577,0.00023603335274112577,0.00023603335274112577
345,0.00013237440609056215,0.00013237440609056215,0.00013237440609056215
346,0.00029315600025727417,0.00029315600025727417,0.00029315600025727417
347,3.363132433574857e-06,3.363132433574857e-06,3.363132433574857e-06
348,4.4034719423813266e-05,4.4034719423813266e-05,4.4034719423813266e-05
349,0.00010271180035280795,0.00010271180035280795,0.00010271180035280795
350,0.0002086299182350113,0.0002086299182350113,0.0002086299182350113
351,1.864257508866069e-05,1.864257508866069e-05,1.864257508866069e-05
352,8.510657034669341e-05,8.510657034669341e-05,8.510657034669341e-05
353,2.6195601125106627e-05,2.6195601125106627e-05,2.6195601125106627e-05
354,8.008460019951249e-05,8.008460019951249e-05,8.008460019951249e-05
355,0.00022776961764966094,0.00022776961764966094,0.00022776961764966094
356,0.0003196539041777947,0.0003196539041777947,0.0003196539041777947
357,0.000336546521723499,0.000336546521723499,0.000336546521723499
358,0.00021638432575798335,0.00021638432575798335,0.00021638432575798335
359,0.0002644880950399966,0.0002644880950399966,0.0002644880950399966
360,0.00038358274176195935,0.00038358274176195935,0.00038358274176195935
361,0.00025730708878037457,0.00025730708878037457,0.00025730708878037457
362,0.0001354681563990953,0.0001354681563990953,0.0001354681563990953
363,0.00010230972742142983,0.00010230972742142983,0.00010230972742142983
364,0.00011297177020001543,0.00011297177020001543,0.00011297177020001543
365,0.00023692813778403298,0.00023692813778403298,0.00023692813778403298
366,0.00030934904121875903,0.00030934904121875903,0.00030934904121875903
367,0.0001838756192864946,0.0001838756192864946,0.0001838756192864946
368,0.00020969300664508138,0.00020969300664508138,0.00020969300664508138
369,0.00017582347607290126,0.00017582347607290126,0.00017582347607290126
370,0.0001647789221869188,0.0001647789221869188,0.0001647789221869188
371,0.0002189118264170387,0.0002189118264170387,0.0002189118264170387
372,0.00013386498279311962,0.00013386498279311962,0.00013386498279311962
373,9.521682576848963e-05,9.521682576848963e-05,9.521682576848963e-05
374,9.713373507831966e-05,9.713373507831966e-05,9.713373507831966e-05
375,0.00013585446583514162,0.00013585446583514162,0.00013585446583514162
376,0.00011842272958540056,0.00011842272958540056,0.00011842272958540056
377,6.25848633378187e-05,6.25848633378187e-05,6.25848633378187e-05
378,0.00020024210258839554,0.00020024210258839554,0.00020024210258839554
379,0.00012967088823477064,0.00012967088823477064,0.00012967088823477064
380,0.0002598802448693988,0.0002598802448693988,0.0002598802448693988
381,0.00011445372828160008,0.00011445372828160008,0.00011445372828160008
382,0.00010445029104343145,0.00010445029104343145,0.00010445029104343145
383,0.00022340538674010563,0.00022340538674010563,0.00022340538674010563
384,0.00010875340590427569,0.00010875340590427569,0.00010875340590427569
385,0.00010613973404960156,0.00010613973404960156,0.00010613973404960156
386,0.00014915509533526783,0.00014915509533526783,0.00014915509533526783
387,0.0002564697602351809,0.0002564697602351809,0.0002564697602351809
388,0.00020967935360603543,0.00020967935360603543,0.00020967935360603543
389,9.24138857477676e-05,9.24138857477676e-05,9.24138857477676e-05
390,0.000198235523363759,0.000198235523363759,0.000198235523363759
391,0.0001287937382333404,0.0001287937382333404,0.0001287937382333404
392,0.00013213912968770684,0.00013213912968770684,0.00013213912968770684
393,0.0001427397575637239,0.0001427397575637239,0.0001427397575637239
394,0.00011487864985432074,0.00011487864985432074,0.00011487864985432074
395,7.891781843322215e-07,7.891781843322215e-07,7.891781843322215e-07
396,6.968360727205143e-05,6.968360727205143e-05,6.968360727205143e-05
397,7.557524517045895e-05,7.557524517045895e-05,7.557524517045895e-05
398,1.4460744945038095e-06,1.4460744945038095e-06,1.4460744945038095e-06
399,0.00013656186859794004,0.00013656186859794004,0.00013656186859794004
400,3.401184643124332e-05,3.401184643124332e-05,3.401184643124332e-05
401,5.709941535628886e-05,5.709941535628886e-05,5.709941535628886e-05
402,4.162537861821771e-06,4.162537861821771e-06,4.162537861821771e-06
403,0.00011017924753332492,0.00011017924753332492,0.00011017924753332492
404,2.154087292565121e-06,2.154087292565121e-06,2.154087292565121e-06
405,1.8211060948982385e-06,1.8211060948982385e-06,1.8211060948982385e-06
406,3.1345721582255696e-06,3.1345721582255696e-06,3.1345721582255696e-06
407,1.0196918354631674e-06,1.0196918354631674e-06,1.0196918354631674e-06
408,6.272029402550476e-07,6.272029402550476e-07,6.272029402550476e-07
409,7.540448204928749e-05,7.540448204928749e-05,7.540448204928749e-05
410,4.4024218669469e-07,4.4024218669469e-07,4.4024218669469e-07
411,0.0004053785863665119,0.0004053785863665119,0.0004053785863665119
412,0.00036130114877329464,0.00036130114877329464,0.00036130114877329464
413,0.00014251309901250326,0.00014251309901250326,0.00014251309901250326
414,0.00012439739742680468,0.00012439739742680468,0.00012439739742680468
415,0.00031563911813273156,0.00031563911813273156,0.00031563911813273156
416,1.379157349147796e-06,1.379157349147796e-06,1.379157349147796e-06
417,3.6098252128027636e-05,3.6098252128027636e-05,3.6098252128027636e-05
418,0.00012421542159934281,0.00012421542159934281,0.00012421542159934281
419,9.735542432052779e-05,9.735542432052779e-05,9.735542432052779e-05
420,0.00015798866734169196,0.00015798866734169196,0.00015798866734169196
421,0.0001455266016402807,0.0001455266016402807,0.0001455266016402807
422,0.00019650450584223422,0.00019650450584223422,0.00019650450584223422
423,0.0003176066959339531,0.0003176066959339531,0.0003176066959339531
424,0.00016647508260325266,0.00016647508260325266,0.00016647508260325266
425,6.314289368882486e-05,6.314289368882486e-05,6.314289368882486e-05
426,9.064135647593156e-06,9.064135647593156e-06,9.064135647593156e-06
427,2.044860563942565e-05,2.044860563942565e-05,2.044860563942565e-05
428,2.7280107232652166e-06,2.7280107232652166e-06,2.7280107232652166e-06
429,0.0,0.0,0.0
