person_id,Unnamed: 0,edu,work_at_home,p_hispanic,household_id,MAR,hispanic.1,worker,earning,hispanic,person_age,sex,age,PNUM,school_zone_id,work_zone_id,hours,student,race_id,relate,race,person_sex,TAZ,ptype,pemploy,pstudent,home_x,home_y,age_16_to_19,age_16_p,adult,male,female,has_non_worker,has_retiree,has_preschool_kid,has_driving_kid,has_school_kid,has_full_time,has_part_time,has_university,student_is_employed,nonstudent_to_school,is_student,is_gradeschool,is_highschool,is_university,school_segment,is_worker,home_taz,value_of_time,_hh_vot,school_taz,distance_to_school,roundtrip_auto_time_to_school,workplace_taz,workplace_location_logsum,distance_to_work,workplace_in_cbd,work_taz_area_type,roundtrip_auto_time_to_work,work_auto_savings,work_auto_savings_ratio,free_parking_at_work,job_sector,telework_option,telework,cdap_activity,travel_active,under16_not_at_school,has_preschool_kid_at_home,has_school_kid_at_home,mandatory_tour_frequency,work_and_school_and_worker,work_and_school_and_student,num_mand,num_work_tours,num_joint_tours,non_mandatory_tour_frequency,num_non_mand,num_escort_tours,num_eatout_tours,num_shop_tours,num_maint_tours,num_discr_tours,num_social_tours,num_non_escort_tours
61199,61199,18.0,0,no,27392,3,0,1,40000.0,0,35 to 60,1,54,1,-1,896,36.0,0,2,0,black,male,898,1,1,3,-122.195245,37.7693875,False,True,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0,True,898,4.377147523430572,4.377147523430572,-1,,0.0,894,14.263592398691227,2.02,False,2.0,9.26,29.909998,0.24924998,True,True,False,False,M,True,False,False,False,work1,False,False,1,1,0,0,0,0,0,0,0,0,0,0
150689,150689,19.0,0,no,58679,5,0,1,36000.0,0,20 to 35,2,32,1,-1,907,40.0,0,2,0,black,female,888,1,1,3,-122.1650469,37.7589608,False,True,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0,True,888,4.353586407280234,4.353586407280234,-1,,0.0,896,12.705048961121085,3.27,False,4.0,14.75,50.620003,0.42183337,False,True,False,False,M,True,False,False,False,work1,False,False,1,1,0,0,0,0,0,0,0,0,0,0
181231,181231,24.0,1,no,70786,1,0,1,58000.0,0,35 to 60,2,40,1,-1,12,32.0,0,1,0,white,female,1039,1,1,3,-122.3067458,37.88995560000001,False,True,True,False,True,False,False,True,False,False,True,False,False,False,False,False,False,False,False,0,True,1039,8.880129527363394,8.880129527363394,-1,,0.0,13,14.19485530834927,11.96,True,0.0,46.06,70.55261,0.5879384,False,True,False,False,M,True,False,False,False,work1,False,False,1,1,1,0,0,0,1,0,0,0,0,0
181232,181232,24.0,0,no,70786,5,0,1,40000.0,0,35 to 60,1,39,4,-1,1122,40.0,0,1,12,white,male,1039,4,1,3,-122.3067458,37.88995560000001,False,True,True,True,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,0,True,1039,8.880129527363394,8.880129527363394,-1,,0.0,1121,14.14029034756881,19.59,False,2.0,58.92,157.96518,1.0,False,True,True,True,N,True,False,False,False,,False,False,0,0,1,0,0,0,0,0,0,0,0,0
181233,181233,1.0,0,no,70786,5,0,0,0.0,0,19 and under,2,3,3,1051,-1,0.0,1,1,2,white,female,1039,8,4,1,-122.3067458,37.88995560000001,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,True,True,False,False,1,False,1039,5.923046394751384,8.880129527363394,1050,2.9,10.85,-1,,,False,,0.0,0.0,0.0,False,False,False,False,N,True,True,False,False,,False,False,0,0,1,0,0,0,0,0,0,0,0,0
181234,181234,21.0,0,no,70786,1,0,1,9100.0,0,35 to 60,1,40,2,-1,1424,40.0,0,9,1,other,male,1039,1,1,3,-122.3067458,37.88995560000001,False,True,True,True,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,0,True,1039,8.880129527363394,8.880129527363394,-1,,0.0,1427,14.020593767700092,17.06,False,4.0,44.7,213.7263,1.0,False,True,False,False,M,True,False,False,False,work1,False,False,1,1,0,16,1,0,0,1,0,0,0,1
186117,186117,21.0,0,no,72394,5,0,1,28000.0,0,20 to 35,2,23,1,1019,79,40.0,1,2,0,black,female,1038,3,1,2,-122.3039801,37.88659620000001,False,True,True,False,True,False,False,False,False,False,False,False,False,True,False,True,False,False,True,3,True,1038,10.002273975816072,10.002273975816072,1019,3.86,18.52,106,13.037412473310685,13.56,True,0.0,51.48,85.71251,0.7142709,False,False,False,False,M,True,False,False,False,work_and_school,True,True,2,1,0,0,0,0,0,0,0,0,0,0
195127,195127,21.0,0,no,75961,1,0,0,6000.0,0,above 60,2,63,2,-1,-1,20.0,0,1,1,white,female,1031,4,3,3,-122.2706241,37.8926734,False,True,True,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,0,False,1031,14.240487200602383,14.240487200602383,-1,,0.0,-1,,,False,,0.0,0.0,0.0,False,False,False,False,H,False,False,False,False,,False,False,0,0,0,0,0,0,0,0,0,0,0,0
195130,195130,24.0,0,no,75961,1,0,0,0.0,0,above 60,1,67,1,-1,-1,0.0,0,1,0,white,male,1031,5,3,3,-122.2706241,37.8926734,False,True,True,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,0,False,1031,14.240487200602383,14.240487200602383,-1,,0.0,-1,,,False,,0.0,0.0,0.0,False,False,False,False,N,True,False,False,False,,False,False,0,0,0,8,1,0,0,0,1,0,0,1
200371,200371,22.0,0,no,77895,3,0,1,199000.0,0,above 60,2,63,1,-1,945,45.0,0,1,0,white,female,1033,1,1,3,-122.281155,37.8831951,False,True,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0,True,1033,10.20010160613572,10.20010160613572,-1,,0.0,945,15.139004539726914,6.68,True,0.0,31.09,61.4223,0.5118525,False,True,False,False,M,True,False,False,False,work1,False,False,1,1,0,16,1,0,0,1,0,0,0,1
229342,229376,22.0,0,no,92406,1,0,0,0.0,0,35 to 60,2,45,2,-1,-1,0.0,0,1,1,white,female,1021,4,3,3,-122.2673435,37.8776718,False,True,True,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,0,False,1021,22.576665114638057,22.576665114638057,-1,,0.0,-1,,,False,,0.0,0.0,0.0,False,False,False,False,H,False,False,False,False,,False,False,0,0,0,0,0,0,0,0,0,0,0,0
229344,229378,21.0,0,no,92406,1,0,1,41300.0,0,above 60,1,62,1,-1,1066,55.0,0,1,0,white,male,1021,1,1,3,-122.2673435,37.8776718,False,True,True,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,0,True,1021,22.576665114638057,22.576665114638057,-1,,0.0,973,13.39196583267888,4.13,True,1.0,20.85,36.3834,0.303195,False,True,False,False,M,True,False,False,False,work1,False,False,1,1,0,0,0,0,0,0,0,0,0,0
260102,260136,20.0,0,no,103455,3,0,0,0.0,0,35 to 60,2,58,2,-1,-1,0.0,0,1,5,white,female,834,4,3,3,-122.14091100000002,37.6823636,False,True,True,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,0,False,834,11.189902258825281,11.189902258825281,-1,,0.0,-1,,,False,,0.0,0.0,0.0,False,False,False,False,N,True,False,False,False,,False,False,0,0,0,17,2,0,0,1,0,1,0,2
260104,260138,21.0,0,no,103455,3,0,0,0.0,0,above 60,2,62,1,-1,-1,0.0,0,1,0,white,female,834,4,3,3,-122.14091100000002,37.6823636,False,True,True,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,0,False,834,11.189902258825281,11.189902258825281,-1,,0.0,-1,,,False,,0.0,0.0,0.0,False,False,False,False,N,True,False,False,False,,False,False,0,0,0,1,1,0,0,0,0,1,0,1
265365,265399,21.0,0,no,104910,1,0,1,34000.0,0,20 to 35,2,35,2,-1,839,36.0,0,1,1,white,female,833,4,1,3,-122.1379452,37.6741042,False,True,True,False,True,False,False,True,False,False,True,False,False,False,False,False,False,False,False,0,True,833,1.0,1.0,-1,,0.0,925,12.408158930052561,10.05,False,2.0,29.67,107.402405,0.89502007,False,False,True,True,N,True,False,False,False,,False,False,0,0,0,68,4,3,1,0,0,0,0,1
265367,265401,21.0,0,no,104910,1,0,1,65000.0,0,20 to 35,1,34,1,-1,763,45.0,0,1,0,white,male,833,1,1,3,-122.1379452,37.6741042,False,True,True,True,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,0,True,833,1.0,1.0,-1,,0.0,831,12.481148772726845,2.34,False,3.0,10.35,83.25,0.69375,False,False,False,False,M,True,False,False,False,work1,False,False,1,1,0,1,1,0,0,0,0,1,0,1
265369,265403,0.0,0,no,104910,5,0,0,0.0,0,19 and under,2,1,3,835,-1,0.0,0,1,2,white,female,833,8,4,1,-122.1379452,37.6741042,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,True,True,False,False,1,False,833,0.667,1.0,833,0.69,3.48,-1,,,False,,0.0,0.0,0.0,False,False,False,False,M,True,False,False,False,school1,False,False,1,0,0,0,0,0,0,0,0,0,0,0
266665,266699,18.0,0,no,105191,1,0,1,49300.0,0,35 to 60,2,47,1,-1,402,37.0,0,6,0,asian,female,833,1,1,3,-122.1324103,37.6695345,False,True,True,False,True,False,False,False,False,True,True,False,False,False,False,False,False,False,False,0,True,833,5.163424889337739,5.163424889337739,-1,,0.0,116,13.354054833912068,24.36,False,2.0,79.86,111.91998,0.93266654,False,False,True,False,H,False,False,False,False,,False,False,0,0,0,0,0,0,0,0,0,0,0,0
266667,266701,18.0,0,no,105191,1,0,1,90000.0,0,35 to 60,1,53,2,-1,354,50.0,0,6,1,asian,male,833,1,1,3,-122.1324103,37.6695345,False,True,True,True,False,False,False,False,False,True,True,False,False,False,False,False,False,False,False,0,True,833,5.163424889337739,5.163424889337739,-1,,0.0,873,13.538204418359209,5.57,False,4.0,19.16,133.2662,1.0,False,False,False,False,M,True,False,False,False,work1,False,False,1,1,0,0,0,0,0,0,0,0,0,0
266669,266703,10.0,0,no,105191,5,0,0,0.0,0,19 and under,1,12,3,832,-1,0.0,1,6,2,asian,male,833,7,4,1,-122.1324103,37.6695345,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,True,True,False,False,1,False,833,3.444004401188272,5.163424889337739,833,0.69,3.48,-1,,,False,,0.0,0.0,0.0,False,False,False,False,M,True,False,False,False,school1,False,False,1,0,0,0,0,0,0,0,0,0,0,0
288223,288257,16.0,0,no,112601,2,0,1,30000.0,0,35 to 60,2,48,1,-1,212,40.0,0,1,0,white,female,823,1,1,3,-122.0599852,37.6697964,False,True,True,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,0,True,823,12.267668204843543,12.267668204843543,-1,,0.0,839,13.655737420706226,1.47,False,2.0,8.49,38.1448,0.31787333,False,True,False,False,H,False,False,False,False,,False,False,0,0,0,0,0,0,0,0,0,0,0,0
288224,288258,19.0,0,no,112601,5,0,0,0.0,0,20 to 35,1,23,2,821,-1,0.0,1,1,2,white,male,823,3,3,2,-122.0599852,37.6697964,False,True,True,True,False,False,False,False,False,False,True,False,False,False,False,True,False,False,True,3,False,823,12.267668204843543,12.267668204843543,821,2.14,10.44,-1,,,False,,0.0,0.0,0.0,False,False,False,False,M,True,False,False,False,school1,False,False,1,0,0,64,2,2,0,0,0,0,0,0
301452,301486,21.0,0,yes,117824,5,1,0,0.0,1,20 to 35,2,35,1,-1,-1,0.0,0,8,0,other,female,825,4,3,3,-122.0768684,37.6563239,False,True,True,False,True,False,False,True,True,True,True,False,False,False,False,False,False,False,False,0,False,825,3.1839880772035363,3.1839880772035363,-1,,0.0,-1,,,False,,0.0,0.0,0.0,False,False,False,False,N,True,False,False,False,,False,False,0,0,0,64,2,2,0,0,0,0,0,0
301453,301487,16.0,0,yes,117824,5,1,1,19800.0,1,20 to 35,2,32,5,-1,951,40.0,0,8,5,other,female,825,1,1,3,-122.0768684,37.6563239,False,True,True,False,True,True,False,True,True,True,True,False,False,False,False,False,False,False,False,0,True,825,3.1839880772035363,3.1839880772035363,-1,,0.0,810,12.576867900808145,4.9,False,4.0,18.41,134.6582,1.0,False,False,False,False,M,True,False,False,False,work2,False,False,2,2,0,0,0,0,0,0,0,0,0,0
301454,301488,13.0,0,yes,117824,5,1,0,0.0,1,19 and under,1,16,2,825,-1,0.0,1,8,2,other,male,825,6,3,1,-122.0768684,37.6563239,True,True,False,True,False,True,False,True,False,True,True,False,False,False,False,True,False,True,False,2,False,825,2.123720047494759,3.1839880772035363,825,0.56,3.44,-1,,,False,,0.0,0.0,0.0,False,False,False,False,M,True,False,False,False,school1,False,False,1,0,0,0,0,0,0,0,0,0,0,0
301455,301489,2.0,0,yes,117824,5,1,0,0.0,1,19 and under,1,3,4,809,-1,0.0,0,8,2,other,male,825,8,4,1,-122.0768684,37.6563239,False,False,False,True,False,True,False,False,True,True,True,False,False,False,False,True,True,False,False,1,False,825,2.123720047494759,3.1839880772035363,877,8.61,27.84,-1,,,False,,0.0,0.0,0.0,False,False,False,False,M,True,False,False,False,school1,False,False,1,0,0,0,0,0,0,0,0,0,0,0
301456,301490,11.0,0,yes,117824,5,1,0,0.0,1,19 and under,2,14,3,825,-1,0.0,1,8,2,other,female,825,7,4,1,-122.0768684,37.6563239,False,False,False,False,True,True,False,True,True,False,True,False,False,False,False,True,True,False,False,1,False,825,2.123720047494759,3.1839880772035363,817,1.54,9.190001,-1,,,False,,0.0,0.0,0.0,False,False,False,False,M,True,False,False,False,school1,False,False,1,0,0,0,0,0,0,0,0,0,0,0
301457,301491,13.0,0,yes,117824,4,1,1,15500.0,1,20 to 35,1,31,6,-1,806,35.0,0,8,15,other,male,825,1,1,3,-122.0768684,37.6563239,False,True,True,True,False,True,False,True,True,True,True,False,False,False,False,False,False,False,False,0,True,825,3.1839880772035363,3.1839880772035363,-1,,0.0,418,12.54055527948349,24.86,False,3.0,60.410004,203.73978,1.0,False,False,False,False,M,True,False,False,False,work1,False,False,1,1,0,0,0,0,0,0,0,0,0,0
324229,324263,17.0,0,yes,124456,5,1,1,24200.0,1,35 to 60,2,39,1,-1,808,40.0,0,1,0,white,female,812,1,1,3,-122.0974243,37.6461088,False,True,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0,True,812,1.7424369380835734,1.7424369380835734,-1,,0.0,960,12.471938531094812,14.18,False,3.0,43.59,103.93921,0.8661601,True,False,False,False,H,False,False,False,False,,False,False,0,0,0,0,0,0,0,0,0,0,0,0
337663,337697,20.0,0,yes,129182,1,1,0,0.0,1,35 to 60,1,60,1,-1,-1,0.0,0,1,0,white,male,811,4,3,3,-122.1090626,37.6490519,False,True,True,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,0,False,811,1.2262067633600773,1.2262067633600773,-1,,0.0,-1,,,False,,0.0,0.0,0.0,False,False,False,False,N,True,False,False,False,,False,False,0,0,0,72,4,3,0,0,1,0,0,1
337665,337699,16.0,0,yes,129182,1,1,1,15300.0,1,35 to 60,2,55,2,-1,811,40.0,0,1,1,white,female,811,1,1,3,-122.1090626,37.6490519,False,True,True,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,0,True,811,1.2262067633600773,1.2262067633600773,-1,,0.0,808,12.220209797084495,2.36,False,2.0,11.0,39.636,0.3303,False,False,False,False,M,True,False,False,False,work1,False,False,1,1,0,0,0,0,0,0,0,0,0,0
368512,368546,19.0,0,no,137950,3,0,1,15000.0,0,35 to 60,2,53,1,-1,1020,16.0,0,1,0,white,female,1020,1,1,3,-122.2597355,37.877444,False,True,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0,True,1020,2.413056423350748,2.413056423350748,-1,,0.0,1073,12.73845033270028,9.49,False,4.0,35.449997,108.918594,0.90765494,False,False,False,False,M,True,False,False,False,work2,False,False,2,2,0,0,0,0,0,0,0,0,0,0
376423,376457,24.0,0,no,142408,5,0,1,27600.0,0,20 to 35,1,30,1,-1,839,35.0,0,1,0,white,male,1018,1,1,3,-122.2691482,37.8651339,False,True,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0,True,1018,3.0620963626188744,3.0620963626188744,-1,,0.0,1441,14.669599283928257,19.84,False,4.0,51.239998,210.45331,1.0,False,True,True,False,M,True,False,False,False,work1,False,False,1,1,0,1,1,0,0,0,0,1,0,1
376541,376575,19.0,1,no,142561,4,0,1,37500.0,0,35 to 60,1,50,2,-1,991,63.0,0,1,10,white,male,1018,1,1,3,-122.2665126,37.86547520000001,False,True,True,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,0,True,1018,8.129471352478365,8.129471352478365,-1,,0.0,1158,13.36727305293931,10.22,False,5.0,42.1,450.69995,1.0,False,False,False,False,M,True,False,False,False,work1,False,False,1,1,0,0,0,0,0,0,0,0,0,0
376543,376577,21.0,0,no,142561,4,0,0,0.0,0,35 to 60,2,55,1,-1,-1,0.0,0,9,0,other,female,1018,4,3,3,-122.2665126,37.86547520000001,False,True,True,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,0,False,1018,8.129471352478365,8.129471352478365,-1,,0.0,-1,,,False,,0.0,0.0,0.0,False,False,False,False,N,True,False,False,False,,False,False,0,0,0,1,1,0,0,0,0,1,0,1
378067,378101,22.0,0,no,143644,5,0,0,15400.0,0,20 to 35,1,24,1,-1,-1,19.0,0,1,0,white,male,1018,4,3,3,-122.2688965,37.8660916,False,True,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0,False,1018,2.840417268008917,2.840417268008917,-1,,0.0,-1,,,False,,0.0,0.0,0.0,False,False,False,False,N,True,False,False,False,,False,False,0,0,0,20,2,0,1,1,0,0,0,2
403557,403591,19.0,0,no,154995,5,0,1,35000.0,0,above 60,1,62,1,-1,11,40.0,0,1,0,white,male,1009,1,1,3,-122.2638538,37.8630659,False,True,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0,True,1009,11.484034471941223,11.484034471941223,-1,,0.0,87,13.235302793004458,14.12,True,1.0,60.409996,76.971504,0.6414292,False,False,False,False,M,True,False,False,False,work1,False,False,1,1,0,8,1,0,0,0,1,0,0,1
407424,407458,19.0,0,no,156810,5,0,1,5000.0,0,20 to 35,1,20,1,1019,1021,10.0,1,6,0,asian,male,1009,3,1,2,-122.2556002,37.862604,False,True,True,True,False,False,False,False,False,False,False,False,False,True,False,True,False,False,True,3,True,1009,12.588633696041471,12.588633696041471,1019,0.65,5.04,991,14.682246061491558,3.07,True,1.0,13.950001,60.50321,0.5041934,False,False,False,False,M,True,False,False,False,work1,False,False,1,1,0,0,0,0,0,0,0,0,0,0
409893,409927,22.0,0,no,158246,2,0,0,3000.0,0,above 60,1,69,1,-1,-1,20.0,0,1,0,white,male,1006,5,3,3,-122.2523327,37.8610914,False,True,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0,False,1006,3.706262879024385,3.706262879024385,-1,,0.0,-1,,,False,,0.0,0.0,0.0,False,False,False,False,N,True,False,False,False,,False,False,0,0,0,2,1,0,0,0,0,0,1,1
421322,421356,24.0,1,no,163968,1,0,1,40000.0,0,35 to 60,2,59,2,-1,945,40.0,0,1,1,white,female,994,1,1,3,-122.2818697,37.8500782,False,True,True,False,True,True,False,False,False,False,True,False,False,False,False,False,False,False,False,0,True,994,1.170459933813608,1.170459933813608,-1,,0.0,1000,12.669562393433333,1.47,False,3.0,8.84,49.960003,0.41633335,False,True,True,False,N,True,False,False,False,,False,False,0,0,0,16,1,0,0,1,0,0,0,1
421323,421357,19.0,0,no,163968,1,0,0,0.0,0,above 60,1,64,1,-1,-1,0.0,0,1,0,white,male,994,4,3,3,-122.2818697,37.8500782,False,True,True,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,0,False,994,1.170459933813608,1.170459933813608,-1,,0.0,-1,,,False,,0.0,0.0,0.0,False,False,False,False,N,True,False,False,False,,False,False,0,0,0,8,1,0,0,0,1,0,0,1
421324,421358,18.0,0,no,163968,5,0,1,6100.0,0,19 and under,1,19,3,-1,1014,35.0,0,9,7,other,male,994,1,1,3,-122.2818697,37.8500782,True,True,True,True,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,0,True,994,1.170459933813608,1.170459933813608,-1,,0.0,977,12.661397115760169,1.69,False,3.0,8.0,39.718605,0.33098838,False,True,False,False,M,True,False,False,False,work1,False,False,1,1,0,0,0,0,0,0,0,0,0,0
468200,468713,20.0,0,no,184205,5,0,1,66000.0,0,35 to 60,2,54,1,-1,1,32.0,0,1,0,white,female,959,1,1,3,-122.2693598,37.77173670000001,False,True,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0,True,959,34.50198707854497,34.50198707854497,-1,,0.0,1136,14.082115158692197,19.93,False,3.0,51.690002,83.44589,0.6953824,False,False,False,False,M,True,False,False,False,work1,False,False,1,1,0,8,1,0,0,0,1,0,0,1
468893,469406,16.0,0,no,184862,2,0,1,30700.0,0,above 60,2,69,1,-1,69,21.0,0,1,0,white,female,956,1,1,3,-122.2557033,37.7705487,False,True,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0,True,956,5.1216945238716125,5.1216945238716125,-1,,0.0,971,12.902491467742774,3.62,True,0.0,15.72,55.967896,0.46639913,False,False,False,False,M,True,False,False,False,work1,False,False,1,1,0,0,0,0,0,0,0,0,0,0
480597,481110,18.0,0,yes,189808,5,1,1,12000.0,1,20 to 35,1,22,1,946,808,20.0,1,1,0,white,male,950,3,1,2,-122.2396656,37.76348370000001,False,True,True,True,False,False,False,False,False,False,False,False,False,True,False,True,False,False,True,3,True,950,2.1433237193942807,2.1433237193942807,955,1.19,6.25,871,12.655154071000737,6.52,False,3.0,21.81,55.443,0.46202502,False,False,False,False,N,True,False,False,False,,False,False,0,0,0,37,3,1,1,0,0,1,0,2
485921,486434,16.0,0,no,192149,1,0,0,0.0,0,above 60,2,78,2,-1,-1,0.0,0,6,1,asian,female,951,5,3,3,-122.2432244,37.760755,False,True,True,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,0,False,951,3.0147427414795724,3.0147427414795724,-1,,0.0,-1,,,False,,0.0,0.0,0.0,False,False,False,False,N,True,False,False,False,,False,False,0,0,1,2,1,0,0,1,0,0,1,1
