out_period,EA,EA,EA,EA,EA,EA,EA,EA,EA,EA,EA,EA,EA,EA,EA,EA,EA,EA,EA,EA,EA,EA,EA,AM,AM,AM,AM,AM,AM,AM,AM,AM,AM,AM,AM,AM,AM,AM,AM,AM,AM,AM,AM,AM,AM,AM,AM,AM,AM,AM,AM,AM,MD,MD,MD,MD,MD,MD,MD,MD,MD,MD,MD,MD,MD,MD,MD,MD,MD,MD,MD,MD,PM,PM,PM,PM,PM,PM,PM,PM,PM,PM,EV,EV,EV
in_period,EA,EA,AM,AM,AM,AM,AM,MD,MD,MD,MD,MD,PM,PM,PM,PM,EV,EV,EV,AM,MD,PM,EV,AM,AM,AM,AM,AM,MD,MD,MD,MD,MD,PM,PM,PM,PM,EV,EV,EV,MD,PM,EV,MD,PM,EV,MD,PM,EV,MD,PM,EV,MD,MD,MD,MD,MD,PM,PM,PM,PM,EV,EV,EV,PM,EV,PM,EV,PM,EV,PM,EV,PM,PM,PM,PM,EV,EV,EV,EV,EV,EV,EV,EV,EV
_dest_hourly_peak_parking_cost,2.3565265742004597,2.3565265742004597,2.3565265742004597,2.3565265742004597,2.3565265742004597,2.3565265742004597,2.3565265742004597,2.3565265742004597,2.3565265742004597,2.3565265742004597,2.3565265742004597,2.3565265742004597,2.3565265742004597,2.3565265742004597,2.3565265742004597,2.3565265742004597,2.3565265742004597,2.3565265742004597,2.3565265742004597,2.3565265742004597,2.3565265742004597,2.3565265742004597,2.3565265742004597,2.3565265742004597,2.3565265742004597,2.3565265742004597,2.3565265742004597,2.3565265742004597,2.3565265742004597,2.3565265742004597,2.3565265742004597,2.3565265742004597,2.3565265742004597,2.3565265742004597,2.3565265742004597,2.3565265742004597,2.3565265742004597,2.3565265742004597,2.3565265742004597,2.3565265742004597,2.3565265742004597,2.3565265742004597,2.3565265742004597,2.3565265742004597,2.3565265742004597,2.3565265742004597,2.3565265742004597,2.3565265742004597,2.3565265742004597,2.3565265742004597,2.3565265742004597,2.3565265742004597,2.3565265742004597,2.3565265742004597,2.3565265742004597,2.3565265742004597,2.3565265742004597,2.3565265742004597,2.3565265742004597,2.3565265742004597,2.3565265742004597,2.3565265742004597,2.3565265742004597,2.3565265742004597,2.3565265742004597,2.3565265742004597,2.3565265742004597,2.3565265742004597,2.3565265742004597,2.3565265742004597,2.3565265742004597,2.3565265742004597,2.3565265742004597,2.3565265742004597,2.3565265742004597,2.3565265742004597,2.3565265742004597,2.3565265742004597,2.3565265742004597,2.3565265742004597,2.3565265742004597,2.3565265742004597,2.3565265742004597,2.3565265742004597,2.3565265742004597
_dest_hourly_offpeak_parking_cost,0.8940887693121198,0.8940887693121198,0.8940887693121198,0.8940887693121198,0.8940887693121198,0.8940887693121198,0.8940887693121198,0.8940887693121198,0.8940887693121198,0.8940887693121198,0.8940887693121198,0.8940887693121198,0.8940887693121198,0.8940887693121198,0.8940887693121198,0.8940887693121198,0.8940887693121198,0.8940887693121198,0.8940887693121198,0.8940887693121198,0.8940887693121198,0.8940887693121198,0.8940887693121198,0.8940887693121198,0.8940887693121198,0.8940887693121198,0.8940887693121198,0.8940887693121198,0.8940887693121198,0.8940887693121198,0.8940887693121198,0.8940887693121198,0.8940887693121198,0.8940887693121198,0.8940887693121198,0.8940887693121198,0.8940887693121198,0.8940887693121198,0.8940887693121198,0.8940887693121198,0.8940887693121198,0.8940887693121198,0.8940887693121198,0.8940887693121198,0.8940887693121198,0.8940887693121198,0.8940887693121198,0.8940887693121198,0.8940887693121198,0.8940887693121198,0.8940887693121198,0.8940887693121198,0.8940887693121198,0.8940887693121198,0.8940887693121198,0.8940887693121198,0.8940887693121198,0.8940887693121198,0.8940887693121198,0.8940887693121198,0.8940887693121198,0.8940887693121198,0.8940887693121198,0.8940887693121198,0.8940887693121198,0.8940887693121198,0.8940887693121198,0.8940887693121198,0.8940887693121198,0.8940887693121198,0.8940887693121198,0.8940887693121198,0.8940887693121198,0.8940887693121198,0.8940887693121198,0.8940887693121198,0.8940887693121198,0.8940887693121198,0.8940887693121198,0.8940887693121198,0.8940887693121198,0.8940887693121198,0.8940887693121198,0.8940887693121198,0.8940887693121198
_hourly_peak_parking_cost,2.3565265742004597,2.3565265742004597,2.3565265742004597,2.3565265742004597,2.3565265742004597,2.3565265742004597,2.3565265742004597,2.3565265742004597,2.3565265742004597,2.3565265742004597,2.3565265742004597,2.3565265742004597,2.3565265742004597,2.3565265742004597,2.3565265742004597,2.3565265742004597,2.3565265742004597,2.3565265742004597,2.3565265742004597,2.3565265742004597,2.3565265742004597,2.3565265742004597,2.3565265742004597,2.3565265742004597,2.3565265742004597,2.3565265742004597,2.3565265742004597,2.3565265742004597,2.3565265742004597,2.3565265742004597,2.3565265742004597,2.3565265742004597,2.3565265742004597,2.3565265742004597,2.3565265742004597,2.3565265742004597,2.3565265742004597,2.3565265742004597,2.3565265742004597,2.3565265742004597,2.3565265742004597,2.3565265742004597,2.3565265742004597,2.3565265742004597,2.3565265742004597,2.3565265742004597,2.3565265742004597,2.3565265742004597,2.3565265742004597,2.3565265742004597,2.3565265742004597,2.3565265742004597,2.3565265742004597,2.3565265742004597,2.3565265742004597,2.3565265742004597,2.3565265742004597,2.3565265742004597,2.3565265742004597,2.3565265742004597,2.3565265742004597,2.3565265742004597,2.3565265742004597,2.3565265742004597,2.3565265742004597,2.3565265742004597,2.3565265742004597,2.3565265742004597,2.3565265742004597,2.3565265742004597,2.3565265742004597,2.3565265742004597,2.3565265742004597,2.3565265742004597,2.3565265742004597,2.3565265742004597,2.3565265742004597,2.3565265742004597,2.3565265742004597,2.3565265742004597,2.3565265742004597,2.3565265742004597,2.3565265742004597,2.3565265742004597,2.3565265742004597
_hourly_offpeak_parking_cost,0.8940887693121198,0.8940887693121198,0.8940887693121198,0.8940887693121198,0.8940887693121198,0.8940887693121198,0.8940887693121198,0.8940887693121198,0.8940887693121198,0.8940887693121198,0.8940887693121198,0.8940887693121198,0.8940887693121198,0.8940887693121198,0.8940887693121198,0.8940887693121198,0.8940887693121198,0.8940887693121198,0.8940887693121198,0.8940887693121198,0.8940887693121198,0.8940887693121198,0.8940887693121198,0.8940887693121198,0.8940887693121198,0.8940887693121198,0.8940887693121198,0.8940887693121198,0.8940887693121198,0.8940887693121198,0.8940887693121198,0.8940887693121198,0.8940887693121198,0.8940887693121198,0.8940887693121198,0.8940887693121198,0.8940887693121198,0.8940887693121198,0.8940887693121198,0.8940887693121198,0.8940887693121198,0.8940887693121198,0.8940887693121198,0.8940887693121198,0.8940887693121198,0.8940887693121198,0.8940887693121198,0.8940887693121198,0.8940887693121198,0.8940887693121198,0.8940887693121198,0.8940887693121198,0.8940887693121198,0.8940887693121198,0.8940887693121198,0.8940887693121198,0.8940887693121198,0.8940887693121198,0.8940887693121198,0.8940887693121198,0.8940887693121198,0.8940887693121198,0.8940887693121198,0.8940887693121198,0.8940887693121198,0.8940887693121198,0.8940887693121198,0.8940887693121198,0.8940887693121198,0.8940887693121198,0.8940887693121198,0.8940887693121198,0.8940887693121198,0.8940887693121198,0.8940887693121198,0.8940887693121198,0.8940887693121198,0.8940887693121198,0.8940887693121198,0.8940887693121198,0.8940887693121198,0.8940887693121198,0.8940887693121198,0.8940887693121198,0.8940887693121198
daily_parking_cost,0.0,2.3565265742004597,4.7130531484009195,7.069579722601379,9.426106296801839,11.7826328710023,14.139159445202758,16.49568601940322,18.852212593603678,21.208739167804136,23.5652657420046,25.921792316205057,28.278318890405515,30.634845464605977,32.99137203880644,35.3478986130069,37.704425187207356,40.060951761407814,42.41747833560827,2.3565265742004597,14.139159445202758,25.921792316205057,35.3478986130069,0.0,2.3565265742004597,4.7130531484009195,7.069579722601379,9.426106296801839,11.7826328710023,14.139159445202758,16.49568601940322,18.852212593603678,21.208739167804136,23.5652657420046,25.921792316205057,28.278318890405515,30.634845464605977,32.99137203880644,35.3478986130069,37.704425187207356,9.426106296801839,21.208739167804136,30.634845464605977,7.069579722601379,18.852212593603678,28.278318890405515,4.7130531484009195,16.49568601940322,25.921792316205057,2.3565265742004597,14.139159445202758,23.5652657420046,0.0,2.3565265742004597,4.7130531484009195,7.069579722601379,9.426106296801839,11.7826328710023,14.139159445202758,16.49568601940322,18.852212593603678,21.208739167804136,23.5652657420046,25.921792316205057,9.426106296801839,18.852212593603678,7.069579722601379,16.49568601940322,4.7130531484009195,14.139159445202758,2.3565265742004597,11.7826328710023,0.0,2.3565265742004597,4.7130531484009195,7.069579722601379,9.426106296801839,11.7826328710023,14.139159445202758,7.069579722601379,4.7130531484009195,2.3565265742004597,0.0,2.3565265742004597,4.7130531484009195
distance,62.58000183105469,62.58000183105469,62.58000183105469,62.58000183105469,62.58000183105469,62.58000183105469,62.58000183105469,62.58000183105469,62.58000183105469,62.58000183105469,62.58000183105469,62.58000183105469,62.58000183105469,62.58000183105469,62.58000183105469,62.58000183105469,62.58000183105469,62.58000183105469,62.58000183105469,62.58000183105469,62.58000183105469,62.58000183105469,62.58000183105469,62.58000183105469,62.58000183105469,62.58000183105469,62.58000183105469,62.58000183105469,62.58000183105469,62.58000183105469,62.58000183105469,62.58000183105469,62.58000183105469,62.58000183105469,62.58000183105469,62.58000183105469,62.58000183105469,62.58000183105469,62.58000183105469,62.58000183105469,62.58000183105469,62.58000183105469,62.58000183105469,62.58000183105469,62.58000183105469,62.58000183105469,62.58000183105469,62.58000183105469,62.58000183105469,62.58000183105469,62.58000183105469,62.58000183105469,62.58000183105469,62.58000183105469,62.58000183105469,62.58000183105469,62.58000183105469,62.58000183105469,62.58000183105469,62.58000183105469,62.58000183105469,62.58000183105469,62.58000183105469,62.58000183105469,62.58000183105469,62.58000183105469,62.58000183105469,62.58000183105469,62.58000183105469,62.58000183105469,62.58000183105469,62.58000183105469,62.58000183105469,62.58000183105469,62.58000183105469,62.58000183105469,62.58000183105469,62.58000183105469,62.58000183105469,62.58000183105469,62.58000183105469,62.58000183105469,62.58000183105469,62.58000183105469,62.58000183105469
sov_available,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True
sovtoll_available,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
hov2_available,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True
hov2toll_available,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
hov3_available,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True
hov3toll_available,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
walk_local_available,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
walk_commuter_available,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
walk_express_available,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
walk_heavyrail_available,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
walk_lrf_available,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
walk_ferry_available,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
drive_local_available,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
drive_commuter_available,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
drive_express_available,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
drive_heavyrail_available,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
drive_lrf_available,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
drive_ferry_available,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
destination_in_cbd,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
