alternative,probability_1,probability_2
312,7.614573286943653e-05,0.00014762005680391202
313,4.802651958922088e-05,0.00014173835172216266
314,0.00023646097437826638,0.0003454193041546656
315,2.6873589568279767e-05,6.422479289658365e-05
316,1.6398761730621706e-05,8.41786171187518e-06
317,3.1588837576838226e-06,2.1862787292649095e-06
318,1.1619570225562974e-06,2.834698774932079e-07
319,9.732775343455207e-06,9.359509738111693e-06
320,4.917524977663502e-06,2.317193389682451e-06
321,8.307568344616746e-06,1.1258851274299266e-05
322,4.618584082595817e-05,0.00011421253594030412
323,3.0491592505724375e-05,7.443778833792808e-05
324,1.4243429963107147e-05,3.342423260569317e-05
325,2.6780882563106257e-05,6.704192642837998e-05
326,2.7389622797453686e-05,6.142567004825034e-05
327,5.226838213827336e-06,1.479223987673137e-05
328,6.901612227841671e-05,4.428258022798256e-05
329,4.314287692715684e-06,1.0315251748622627e-05
330,2.5605313715007452e-05,5.6496227009108826e-05
331,0.00010284127744150839,0.0002889275687881278
332,0.00012792406266557682,0.0004005935811249229
333,1.69404988220971e-05,2.3204002219706803e-05
334,0.0001179205531019289,0.0003286036739047061
335,5.130202821233155e-05,0.00013825650665410928
336,5.845574107365433e-05,9.118045575200864e-07
337,1.575401237204593e-06,9.96422386945411e-07
338,1.4431249926411958e-05,1.2070235372173322e-05
339,2.312414228699833e-05,3.7899733256602115e-05
340,0.00022550557615842832,0.00046253959978118043
341,1.7279955005034748e-05,1.8562196029728956e-06
342,4.26444162226542e-06,2.926960698622589e-06
343,1.5690563679208677e-05,5.136506290915905e-07
344,1.2620495016015232e-05,8.284668592151934e-06
345,3.424467458971918e-05,2.7841844043761942e-05
346,0.00019398082679292192,9.394810156161292e-06
347,1.9282196857205732e-06,0.0
348,0.0010424828172106205,3.1455510392744695e-06
349,3.0070368667726447e-06,7.743864330270704e-07
350,0.0003106295347172605,0.00034796211462812345
351,3.224382856249846e-06,4.7104818677664563e-07
352,2.5799189681209644e-05,4.3545025787088526e-05
353,4.6407541062492435e-05,7.949263973282882e-05
354,0.0011895283816398716,0.0007850159532965228
355,0.0004649695233297376,0.0008617921870959167
356,1.2842269243002442e-05,8.001865904216497e-06
357,3.353452207369789e-05,2.3790893469472125e-05
358,1.3039647471343e-05,1.3755012745456893e-06
359,2.153862127179322e-05,1.4486185780981202e-05
360,8.474023567615698e-05,0.0001129282546984417
361,0.00014931934185782506,0.00014187215196205275
362,4.803265787131998e-05,2.0268067770386973e-06
363,0.00010223456770930692,0.00010464566062590919
364,0.00016387705264285626,0.0002742149408771228
365,0.00013779390966908394,0.00014269775457711364
366,9.304084995678856e-05,8.886701229884344e-05
367,7.457531200101306e-05,5.9934775918427775e-05
368,4.542601456895677e-05,1.866012964999889e-05
369,0.00034550179541095765,0.00035890452997514895
370,0.00010772727213538013,4.4831281171800854e-05
371,0.0009979214581925739,0.001390576830337231
372,9.162948389329474e-05,0.00013989461123479092
373,0.0003620493487212602,0.000741097977409887
374,1.2199373264815681e-05,2.0714992479059462e-05
375,0.000133375320727063,0.0002606151527839088
376,0.00013380422488771873,0.00019930866940763824
377,0.0003091629635859792,0.00029272702228722546
378,4.085466173173967e-05,3.447871687950252e-05
379,4.673957181973229e-05,7.69974913194622e-05
380,0.0003269947656874523,0.00043933541626911776
381,5.1124708666829714e-05,3.066983648799703e-05
382,0.0010724218050420906,0.00017847600114172886
383,5.4443098242153386e-05,2.2558230368714752e-05
384,6.75514053570348e-05,3.880502858949085e-06
385,1.7467758487299512e-05,1.4529199475981164e-06
386,8.806108163274681e-05,7.040422826658879e-05
387,0.00033007126775479596,9.990991456699348e-05
388,0.00043255435220392274,0.00043918923207358825
389,3.126384045360135e-05,4.009334672308031e-05
390,0.0006326288107247011,0.0006412823703615061
391,8.280431649641641e-05,0.00013922550579494267
392,0.00015377641057521442,0.0001944247375865959
393,0.0003059435915632367,0.0001283469807802477
394,8.129523686456938e-05,4.962737727468671e-05
395,0.0002799886766264888,2.1178788377249154e-05
396,0.0003777344187440719,0.0008584404234668504
397,0.00020284642945105,0.0004198033273414477
398,0.0001211836902326862,0.0001613352668441767
399,1.875891752853467e-05,1.738692518195536e-05
400,0.0004173105378986729,0.0005954942279316749
401,2.9310592365796974e-05,3.98941103937148e-06
402,6.864764482684944e-05,0.00021466162193069715
403,0.00012028244098607606,0.00017409499976869835
404,0.002750432002310923,0.02919751291919875
405,0.0014903626547633486,0.00808649096264673
406,0.01004011666764724,0.024800717949450074
407,0.004695465956515227,0.01285243612200676
408,0.00119387237022907,0.0023754820874059192
409,0.0002723526331081635,0.000285435287829354
410,2.113421849245869e-05,9.882418456947547e-05
411,0.0008281565679985287,0.0030763702664609403
412,0.0006561604461614005,0.0016313869267834682
413,0.0024497872305621594,0.005388763008822055
414,0.002638793465233655,0.001984416905367302
415,0.00032624858422519113,0.0008330818886067928
416,0.0001379863213396877,0.0004978855305323435
417,0.0003257683573622371,0.0013365724544013862
418,5.535001847897289e-05,4.7800668548865976e-05
419,0.00011565694942630482,0.00022558570245996996
420,2.7392912943209608e-05,9.940360045304962e-05
421,7.80587201782251e-05,0.00027012232459370936
422,5.8672202740119726e-05,0.00010258921912902752
423,0.0002342227641678101,0.0003091961858144108
424,0.00019091922619356096,0.00038367119664453473
425,0.00041039491944207474,0.0008594160405760391
426,0.0019054192830845996,0.0031801906234297525
427,0.001688953934653788,0.0034725573985965375
428,0.0009854667700056486,0.0004797684856758586
429,0.0006720382896433938,0.0014068439280015292
430,0.0003725076397776976,0.0004584689143497808
431,0.0063491747331105184,0.008993534338634208
432,0.0009949094755850297,0.0002977470827107841
433,0.0002971523875787454,0.000600328158012461
434,0.003630048702993882,0.0032539793224362285
435,0.0009998592833837625,0.0007719535939569199
436,0.0009290425488759021,0.0013657371280315677
437,0.0003298197000366381,0.0002571427559251809
438,0.001044813321155538,0.0009978494288792538
439,0.00031311825756954434,6.713275364772392e-05
440,0.0006831485077639581,0.0006787789607156155
441,0.0003396358627850646,0.0003861445473794607
442,8.025867525410613e-05,1.0975766247121318e-05
443,0.0010854748355475434,0.0008827640967382817
444,0.0004628695344083637,0.0005477714606237216
445,0.00042993754352086463,0.0006106425268373112
446,0.00021047404748870027,0.0002772102094954903
447,0.0007762567972994291,0.0010044019801669637
448,0.0015105179178960665,0.0014927330906284255
449,0.0007234468170292432,0.0011217349801301607
450,0.000655155350494107,0.0009706311873560831
451,0.00039801272459219375,2.5824146754507e-05
452,0.0006692462190037554,0.0006868191013942291
453,0.00027514169987580896,4.645798691246653e-06
454,0.00045495780936064846,0.00035346916544101
455,0.0009556887580448995,0.0007604593686475815
456,0.0001607284645358554,2.7333848970442602e-05
457,2.4992549155626765e-05,2.6075026026887433e-05
458,0.0009776478551706206,0.0006787646584458754
459,0.0026917710157708173,0.0008611936862245748
460,0.0002480269787462796,3.462094474095861e-05
461,0.0019874220211668348,0.001402940038004132
462,0.001185036030443148,0.000990505568975783
463,7.08786702006842e-05,1.2221552002092951e-05
464,0.004797272578778593,0.0035338579627615303
465,0.025844536573131665,0.02293526298498017
466,0.004575697902988879,0.0024228494442438183
467,0.0017641740253606616,0.0005958848271256163
468,0.0015197964817001877,0.00027706769421417934
469,0.0009619962254912999,0.00042318430204422525
470,0.00434454240981189,0.0017797211094560763
471,0.000847656352389379,4.620083523748886e-05
472,0.00023602855648625394,6.625709754837579e-05
473,0.00027442536650418753,4.662170520720599e-05
474,0.004733632435907802,0.0016124322570678369
475,0.0029723829998965293,0.000903784122733195
476,0.0005273842680612181,0.0002436888597045759
477,0.0038815459104087355,0.002579654407028997
478,0.0003275599651889174,2.382560639537179e-05
479,0.00025385336219760346,3.296646585199111e-05
480,0.00031877887594831305,0.00013003540984646747
481,2.310086531418908e-05,3.7923892582555817e-06
482,0.00043473961824983513,0.00014254679514930075
483,0.0009295804519722949,0.00028563871944985874
484,0.0020450947961361044,0.0010445857765510956
485,0.00135667900235069,0.0006827064133985952
486,0.00032034395607914603,0.00015256627401420442
487,6.987354597129678e-05,4.69959842774835e-06
488,0.0001319554618139034,4.534971088343373e-06
489,0.0009513657700003035,0.00021939614414194782
490,0.00047895535147580076,0.00019582657068137593
491,0.0003579335554482173,0.00011054320425179134
492,0.00015700412742863514,1.8929057649330928e-05
493,0.00037470093872484975,3.8930053805765854e-05
494,6.155659307574283e-05,9.88930539062007e-07
495,0.000241891802075852,7.095394575539715e-06
496,0.00118324598044848,5.0343105821017675e-06
497,0.0014869108018265543,0.00027179943206069183
498,0.002014349065588579,0.0004078241886119999
499,7.399195648483951e-05,3.071447037585757e-06
500,0.00021414461116135762,3.234378274109736e-05
501,0.0019236036981087664,0.0005248364175067268
502,0.0025801294356211264,0.0005322033797679533
503,0.005583339619703401,0.0010292592802696465
504,1.9613008636178032e-05,2.3591235843059195e-06
505,0.0007185275503862846,2.9682998586894924e-05
506,0.0009686026978998088,4.630680581763707e-05
507,0.0007975205932844564,2.416025136404045e-05
508,0.0019423596831128584,0.00011682014675112226
509,0.00011739661414320783,3.016182788883643e-06
510,0.0029031732621460087,0.00014748749108287472
511,2.5804959247771973e-05,9.13532689621292e-08
512,0.00010099075613339958,1.2135364399589316e-06
513,0.003041003654223449,7.774872780798994e-05
514,0.0006627467082217705,2.2332523442720628e-05
515,0.00015720777255780647,1.198544691941952e-06
516,0.0015321711943683104,6.508655648546442e-05
517,0.005160410492942058,0.00045968840018760753
518,0.0107503704906062,6.346229735668562e-05
519,0.0020428646164590758,0.00012138840876707238
520,0.003929318355971277,0.0004430800545118044
521,0.0011647006125823564,9.139723378335995e-05
522,0.007153127104885546,0.0008509988295058786
523,0.00018804692966533742,2.4151352501281877e-05
524,0.0020044364940776578,0.00012968219949871702
525,0.002168778106313052,0.00013583919232676027
526,0.0023081621160484203,0.0004799907236321772
527,0.002290003770181229,0.00048705067489450334
528,0.002541629356099526,0.0004350834147842921
529,0.00822178482442489,0.0018664289082063429
530,0.023539691663200895,0.005553808264161019
531,0.0012883926342333828,0.0002733392060156888
532,0.002702761186190699,0.00040235875091617506
533,0.0028974755245679425,0.00058096962768997
534,0.003648137786415803,0.0011485191600135744
535,0.0024976548494242755,0.000703768706454825
536,0.005925201772568641,0.0021971777148991666
537,0.0007313265389463141,0.00028126210327841203
538,0.006845965635676879,0.00514877536574217
539,0.0026900901526588777,0.00035885773207711466
540,0.0068183001777295015,0.0008385034451940379
541,0.0024092212176636766,0.0005097674070918017
542,0.004560848913855481,0.0009498557425355355
543,0.0019104609816878364,0.0014265956018137944
544,0.0007294393224219711,0.00024981618179481323
545,0.02579764247959101,0.0006852844750532126
546,0.0030452620077246534,0.0025808496051620963
547,0.0012491459466811774,0.0009134474602667451
548,0.005535148139016831,0.0017015131455470369
549,0.0008955672205367896,0.0001849418399447694
550,0.0016677939987695567,0.0009834364756152554
551,3.308583541108713e-05,1.76259181183513e-05
552,0.0005613787492355669,0.00020345936923989503
553,0.0016087586074967654,0.0005379343555553369
554,0.002573747416983207,0.0006150650992395615
555,0.00021707779844121682,0.00011202259678053499
556,0.014193889624988784,0.0024034007890055063
557,0.006725386824248859,0.001280335815149574
558,0.0007192026854574687,0.00015949352761307928
559,0.004369245908744517,0.00027100833834713844
560,0.0017753346899994308,0.000624264884083232
561,0.00032645805953402215,5.454153299956133e-05
562,0.02472130640497569,0.004783095436896987
563,0.01082900650815571,0.0010748384460252391
564,0.0022318386667700223,6.61843678504735e-06
565,0.0015383212810295176,0.00016108000516780149
566,0.004563675758066913,0.00047546073385484666
567,0.0017518732012054125,0.00010498006393704968
568,0.0002241127571705348,3.0612594098327226e-06
569,0.00439652032089817,0.00023387055459581836
570,0.0002866866185522432,6.868709864223906e-06
571,0.0012459553771208731,7.771154705088559e-06
572,6.43947661490199e-05,3.24075746222486e-06
573,0.000571769160456833,1.4709831979106139e-05
574,0.002399466187055301,0.00018577125336052147
575,0.0011729982754706257,0.00016202430664587634
576,0.00030799004390892794,6.756838647503005e-06
577,0.0021119913713903743,0.0005135658214048896
578,0.00829535259076826,0.0022780100329002754
579,0.0009883473577127044,0.00030416994331911804
580,0.004637817458729385,0.000737421947554447
581,0.00987579475562721,0.0009257342648193979
582,0.03718122568359686,0.00640414305073076
583,0.0020929198510246014,0.0002340030549909159
584,0.0023038795678944814,0.0007875882675883495
585,0.003229249648778471,0.0010579428557524599
