process,time,rss,used,available,percent,event
mp_households_12, 16/05/2021 18:31:17, 8.16, 34.65, 78.25, 36.7%, school_location.i1.sample.university.interaction_sample.chunk_1.add.utilities
mp_households_6, 16/05/2021 18:31:17, 8.11, 34.71, 78.20, 36.8%, school_location.i1.sample.university.interaction_sample.chunk_1.del.interaction_utilities
mp_households_7, 16/05/2021 18:31:17, 8.06, 34.79, 78.12, 36.8%, school_location.i1.sample.university.interaction_sample.chunk_1.del.interaction_utilities
mp_households_12, 16/05/2021 18:31:17, 8.16, 34.82, 78.09, 36.9%, school_location.i1.sample.university.interaction_sample.chunk_1.del.interaction_utilities
mp_households_10, 16/05/2021 18:31:17, 8.10, 34.83, 78.08, 36.9%, school_location.i1.sample.university.interaction_sample.chunk_1.add.utilities
mp_households_8, 16/05/2021 18:31:17, 8.05, 34.84, 78.07, 36.9%, school_location.i1.sample.university.interaction_sample.chunk_1.add.utilities
mp_households_4, 16/05/2021 18:31:17, 8.25, 34.98, 77.93, 37.0%, school_location.i1.sample.university.interaction_sample.chunk_1.add.probs
mp_households_10, 16/05/2021 18:31:17, 8.10, 34.87, 78.04, 36.9%, school_location.i1.sample.university.interaction_sample.chunk_1.del.interaction_utilities
mp_households_8, 16/05/2021 18:31:17, 8.05, 34.89, 78.01, 36.9%, school_location.i1.sample.university.interaction_sample.chunk_1.del.interaction_utilities
mp_households_4, 16/05/2021 18:31:17, 8.08, 35.06, 77.85, 37.1%, school_location.i1.sample.university.interaction_sample.chunk_1.del.utilities
mp_households_14, 16/05/2021 18:31:17, 8.19, 36.65, 76.26, 38.3%, school_location.i1.sample.university.interaction_sample.chunk_1.add.probs
mp_households_14, 16/05/2021 18:31:17, 8.02, 36.99, 75.91, 38.6%, school_location.i1.sample.university.interaction_sample.chunk_1.del.utilities
mp_households_0, 16/05/2021 18:31:17, 8.38, 37.13, 75.78, 38.7%, school_location.i1.sample.university.interaction_sample.chunk_1.add.probs
mp_households_11, 16/05/2021 18:31:17, 8.33, 37.05, 75.85, 38.7%, school_location.i1.sample.university.interaction_sample.chunk_1.add.probs
mp_households_0, 16/05/2021 18:31:17, 8.21, 37.20, 75.70, 38.8%, school_location.i1.sample.university.interaction_sample.chunk_1.del.utilities
mp_households_15, 16/05/2021 18:31:17, 8.27, 37.54, 75.37, 39.1%, school_location.i1.sample.university.interaction_sample.chunk_1.add.probs
mp_households_9, 16/05/2021 18:31:17, 8.30, 37.59, 75.32, 39.1%, school_location.i1.sample.university.interaction_sample.chunk_1.add.probs
mp_households_11, 16/05/2021 18:31:17, 8.17, 37.12, 75.79, 38.7%, school_location.i1.sample.university.interaction_sample.chunk_1.del.utilities
mp_households_3, 16/05/2021 18:31:17, 8.33, 36.82, 76.08, 38.5%, school_location.i1.sample.university.interaction_sample.chunk_1.add.probs
mp_households_2, 16/05/2021 18:31:18, 8.31, 36.80, 76.11, 38.5%, school_location.i1.sample.university.interaction_sample.chunk_1.add.probs
mp_households_9, 16/05/2021 18:31:18, 8.13, 36.83, 76.08, 38.5%, school_location.i1.sample.university.interaction_sample.chunk_1.del.utilities
mp_households_5, 16/05/2021 18:31:18, 8.32, 36.67, 76.23, 38.4%, school_location.i1.sample.university.interaction_sample.chunk_1.add.probs
mp_households_15, 16/05/2021 18:31:18, 8.10, 36.72, 76.19, 38.4%, school_location.i1.sample.university.interaction_sample.chunk_1.del.utilities
mp_households_2, 16/05/2021 18:31:18, 8.15, 36.78, 76.12, 38.5%, school_location.i1.sample.university.interaction_sample.chunk_1.del.utilities
mp_households_13, 16/05/2021 18:31:18, 8.24, 36.78, 76.12, 38.5%, school_location.i1.sample.university.interaction_sample.chunk_1.add.probs
mp_households_1, 16/05/2021 18:31:18, 8.32, 36.67, 76.23, 38.4%, school_location.i1.sample.university.interaction_sample.chunk_1.add.probs
mp_households_3, 16/05/2021 18:31:18, 8.16, 36.83, 76.07, 38.5%, school_location.i1.sample.university.interaction_sample.chunk_1.del.utilities
mp_households_12, 16/05/2021 18:31:18, 8.34, 36.75, 76.16, 38.4%, school_location.i1.sample.university.interaction_sample.chunk_1.add.probs
mp_households_5, 16/05/2021 18:31:18, 8.15, 36.53, 76.38, 38.3%, school_location.i1.sample.university.interaction_sample.chunk_1.del.utilities
mp_households_10, 16/05/2021 18:31:18, 8.27, 36.54, 76.37, 38.3%, school_location.i1.sample.university.interaction_sample.chunk_1.add.probs
mp_households_6, 16/05/2021 18:31:18, 8.29, 36.65, 76.26, 38.3%, school_location.i1.sample.university.interaction_sample.chunk_1.add.probs
mp_households_7, 16/05/2021 18:31:18, 8.23, 36.62, 76.28, 38.3%, school_location.i1.sample.university.interaction_sample.chunk_1.add.probs
mp_households_13, 16/05/2021 18:31:18, 8.07, 36.63, 76.28, 38.3%, school_location.i1.sample.university.interaction_sample.chunk_1.del.utilities
mp_households_1, 16/05/2021 18:31:18, 8.15, 36.72, 76.18, 38.4%, school_location.i1.sample.university.interaction_sample.chunk_1.del.utilities
mp_households_12, 16/05/2021 18:31:18, 8.17, 36.73, 76.18, 38.4%, school_location.i1.sample.university.interaction_sample.chunk_1.del.utilities
mp_households_8, 16/05/2021 18:31:18, 8.22, 37.05, 75.86, 38.7%, school_location.i1.sample.university.interaction_sample.chunk_1.add.probs
mp_households_10, 16/05/2021 18:31:18, 8.10, 37.12, 75.79, 38.7%, school_location.i1.sample.university.interaction_sample.chunk_1.del.utilities
mp_households_6, 16/05/2021 18:31:18, 8.12, 37.57, 75.34, 39.1%, school_location.i1.sample.university.interaction_sample.chunk_1.del.utilities
mp_households_7, 16/05/2021 18:31:18, 8.06, 37.61, 75.29, 39.1%, school_location.i1.sample.university.interaction_sample.chunk_1.del.utilities
mp_households_8, 16/05/2021 18:31:18, 8.05, 38.40, 74.51, 39.8%, school_location.i1.sample.university.interaction_sample.chunk_1.del.utilities
mp_households_4, 16/05/2021 18:31:19, 8.10, 41.98, 70.93, 42.7%, school_location.i1.sample.university.interaction_sample.chunk_1.add.choices_df
mp_households_14, 16/05/2021 18:31:19, 8.04, 41.30, 71.61, 42.1%, school_location.i1.sample.university.interaction_sample.chunk_1.add.choices_df
mp_households_4, 16/05/2021 18:31:19, 7.93, 41.30, 71.61, 42.1%, school_location.i1.sample.university.interaction_sample.chunk_1.del.probs
mp_households_14, 16/05/2021 18:31:20, 7.87, 41.14, 71.77, 42.0%, school_location.i1.sample.university.interaction_sample.chunk_1.del.probs
mp_households_4, 16/05/2021 18:31:20, 7.96, 41.16, 71.75, 42.0%, school_location.i1.sample.university.interaction_sample.chunk_1.add.choices_df
mp_households_4, 16/05/2021 18:31:20, 7.96, 41.16, 71.74, 42.0%, school_location.i1.sample.university.interaction_sample.chunk_1.add.choices_df
mp_households_14, 16/05/2021 18:31:20, 7.90, 41.18, 71.73, 42.0%, school_location.i1.sample.university.interaction_sample.chunk_1.add.choices_df
mp_households_14, 16/05/2021 18:31:20, 7.90, 41.18, 71.73, 42.0%, school_location.i1.sample.university.interaction_sample.chunk_1.add.choices_df
mp_households_0, 16/05/2021 18:31:20, 8.24, 40.70, 72.21, 41.6%, school_location.i1.sample.university.interaction_sample.chunk_1.add.choices_df
mp_households_0, 16/05/2021 18:31:20, 8.06, 40.78, 72.12, 41.7%, school_location.i1.sample.university.interaction_sample.chunk_1.del.probs
mp_households_9, 16/05/2021 18:31:20, 8.15, 40.34, 72.57, 41.3%, school_location.i1.sample.university.interaction_sample.chunk_1.add.choices_df
mp_households_15, 16/05/2021 18:31:20, 8.12, 39.68, 73.23, 40.8%, school_location.i1.sample.university.interaction_sample.chunk_1.add.choices_df
mp_households_2, 16/05/2021 18:31:20, 8.17, 38.98, 73.92, 40.2%, school_location.i1.sample.university.interaction_sample.chunk_1.add.choices_df
mp_households_0, 16/05/2021 18:31:20, 8.09, 37.98, 74.93, 39.4%, school_location.i1.sample.university.interaction_sample.chunk_1.add.choices_df
mp_households_1, 16/05/2021 18:31:20, 8.18, 37.98, 74.93, 39.4%, school_location.i1.sample.university.interaction_sample.chunk_1.add.choices_df
mp_households_3, 16/05/2021 18:31:20, 8.18, 37.98, 74.93, 39.4%, school_location.i1.sample.university.interaction_sample.chunk_1.add.choices_df
mp_households_0, 16/05/2021 18:31:20, 8.09, 37.11, 75.80, 38.7%, school_location.i1.sample.university.interaction_sample.chunk_1.add.choices_df
mp_households_9, 16/05/2021 18:31:20, 7.98, 36.95, 75.96, 38.6%, school_location.i1.sample.university.interaction_sample.chunk_1.del.probs
mp_households_11, 16/05/2021 18:31:20, 8.19, 37.20, 75.71, 38.8%, school_location.i1.sample.university.interaction_sample.chunk_1.add.choices_df
mp_households_12, 16/05/2021 18:31:20, 8.19, 36.34, 76.57, 38.1%, school_location.i1.sample.university.interaction_sample.chunk_1.add.choices_df
mp_households_13, 16/05/2021 18:31:20, 8.10, 35.84, 77.06, 37.7%, school_location.i1.sample.university.interaction_sample.chunk_1.add.choices_df
mp_households_3, 16/05/2021 18:31:20, 8.01, 35.85, 77.06, 37.7%, school_location.i1.sample.university.interaction_sample.chunk_1.del.probs
mp_households_1, 16/05/2021 18:31:20, 8.00, 35.85, 77.06, 37.7%, school_location.i1.sample.university.interaction_sample.chunk_1.del.probs
mp_households_15, 16/05/2021 18:31:20, 7.95, 35.68, 77.22, 37.6%, school_location.i1.sample.university.interaction_sample.chunk_1.del.probs
mp_households_2, 16/05/2021 18:31:20, 8.00, 35.19, 77.71, 37.2%, school_location.i1.sample.university.interaction_sample.chunk_1.del.probs
mp_households_5, 16/05/2021 18:31:20, 8.17, 35.03, 77.88, 37.0%, school_location.i1.sample.university.interaction_sample.chunk_1.add.choices_df
mp_households_10, 16/05/2021 18:31:20, 8.12, 34.43, 78.47, 36.6%, school_location.i1.sample.university.interaction_sample.chunk_1.add.choices_df
mp_households_11, 16/05/2021 18:31:20, 8.02, 34.48, 78.43, 36.6%, school_location.i1.sample.university.interaction_sample.chunk_1.del.probs
mp_households_7, 16/05/2021 18:31:20, 8.09, 33.92, 78.98, 36.1%, school_location.i1.sample.university.interaction_sample.chunk_1.add.choices_df
mp_households_9, 16/05/2021 18:31:20, 8.01, 33.93, 78.98, 36.1%, school_location.i1.sample.university.interaction_sample.chunk_1.add.choices_df
mp_households_9, 16/05/2021 18:31:20, 8.01, 33.97, 78.93, 36.2%, school_location.i1.sample.university.interaction_sample.chunk_1.add.choices_df
mp_households_12, 16/05/2021 18:31:20, 8.02, 34.02, 78.89, 36.2%, school_location.i1.sample.university.interaction_sample.chunk_1.del.probs
mp_households_5, 16/05/2021 18:31:20, 8.00, 34.09, 78.82, 36.3%, school_location.i1.sample.university.interaction_sample.chunk_1.del.probs
mp_households_13, 16/05/2021 18:31:20, 7.93, 33.63, 79.27, 35.9%, school_location.i1.sample.university.interaction_sample.chunk_1.del.probs
mp_households_6, 16/05/2021 18:31:20, 8.14, 33.63, 79.28, 35.9%, school_location.i1.sample.university.interaction_sample.chunk_1.add.choices_df
mp_households_10, 16/05/2021 18:31:20, 7.95, 33.66, 79.24, 35.9%, school_location.i1.sample.university.interaction_sample.chunk_1.del.probs
mp_households_15, 16/05/2021 18:31:20, 7.97, 33.60, 79.30, 35.9%, school_location.i1.sample.university.interaction_sample.chunk_1.add.choices_df
mp_households_7, 16/05/2021 18:31:20, 7.91, 33.61, 79.29, 35.9%, school_location.i1.sample.university.interaction_sample.chunk_1.del.probs
mp_households_2, 16/05/2021 18:31:20, 8.03, 33.60, 79.31, 35.9%, school_location.i1.sample.university.interaction_sample.chunk_1.add.choices_df
mp_households_3, 16/05/2021 18:31:20, 8.04, 33.60, 79.30, 35.9%, school_location.i1.sample.university.interaction_sample.chunk_1.add.choices_df
mp_households_15, 16/05/2021 18:31:20, 7.97, 33.64, 79.27, 35.9%, school_location.i1.sample.university.interaction_sample.chunk_1.add.choices_df
mp_households_1, 16/05/2021 18:31:20, 8.03, 33.64, 79.27, 35.9%, school_location.i1.sample.university.interaction_sample.chunk_1.add.choices_df
mp_households_11, 16/05/2021 18:31:20, 8.04, 33.66, 79.24, 35.9%, school_location.i1.sample.university.interaction_sample.chunk_1.add.choices_df
mp_households_2, 16/05/2021 18:31:20, 8.03, 33.66, 79.25, 35.9%, school_location.i1.sample.university.interaction_sample.chunk_1.add.choices_df
mp_households_3, 16/05/2021 18:31:20, 8.04, 33.66, 79.25, 35.9%, school_location.i1.sample.university.interaction_sample.chunk_1.add.choices_df
mp_households_1, 16/05/2021 18:31:20, 8.03, 33.65, 79.25, 35.9%, school_location.i1.sample.university.interaction_sample.chunk_1.add.choices_df
mp_households_11, 16/05/2021 18:31:20, 8.04, 33.16, 79.74, 35.5%, school_location.i1.sample.university.interaction_sample.chunk_1.add.choices_df
mp_households_8, 16/05/2021 18:31:20, 8.07, 33.18, 79.73, 35.5%, school_location.i1.sample.university.interaction_sample.chunk_1.add.choices_df
mp_households_6, 16/05/2021 18:31:20, 7.97, 33.11, 79.80, 35.5%, school_location.i1.sample.university.interaction_sample.chunk_1.del.probs
mp_households_13, 16/05/2021 18:31:20, 7.95, 33.35, 79.56, 35.7%, school_location.i1.sample.university.interaction_sample.chunk_1.add.choices_df
mp_households_12, 16/05/2021 18:31:20, 8.04, 33.34, 79.56, 35.7%, school_location.i1.sample.university.interaction_sample.chunk_1.add.choices_df
mp_households_13, 16/05/2021 18:31:20, 7.95, 33.46, 79.44, 35.8%, school_location.i1.sample.university.interaction_sample.chunk_1.add.choices_df
mp_households_12, 16/05/2021 18:31:20, 8.04, 33.47, 79.44, 35.8%, school_location.i1.sample.university.interaction_sample.chunk_1.add.choices_df
mp_households_5, 16/05/2021 18:31:20, 8.03, 33.47, 79.44, 35.8%, school_location.i1.sample.university.interaction_sample.chunk_1.add.choices_df
mp_households_5, 16/05/2021 18:31:21, 8.03, 33.59, 79.31, 35.9%, school_location.i1.sample.university.interaction_sample.chunk_1.add.choices_df
mp_households_8, 16/05/2021 18:31:21, 7.90, 33.69, 79.22, 36.0%, school_location.i1.sample.university.interaction_sample.chunk_1.del.probs
mp_households_10, 16/05/2021 18:31:21, 7.98, 33.71, 79.19, 36.0%, school_location.i1.sample.university.interaction_sample.chunk_1.add.choices_df
