label,value_1,value_2,value_3,value_4,value_5,value_6,value_7,value_8,value_9,value_10,value_11,value_12,value_13,value_14,value_15,value_16,value_17,value_18,value_19,value_20,value_21,value_22,value_23,value_24,value_25
dest_zone_taxi_wait_time_sd,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
origTaxiWaitTime,5.5,5.5,5.5,5.5,5.5,5.5,5.5,5.5,5.5,5.5,5.5,5.5,5.5,5.5,5.5,5.5,5.5,5.5,5.5,5.5,5.5,5.5,5.5,5.5,5.5
destTaxiWaitTime,9.500000000000002,5.5,9.500000000000002,17.3,9.500000000000002,13.300000000000002,9.500000000000002,17.3,9.500000000000002,9.500000000000002,9.500000000000002,5.5,13.300000000000002,9.500000000000002,17.3,17.3,9.500000000000002,9.500000000000002,13.300000000000002,17.3,26.5,5.5,13.300000000000002,5.5,5.5
origin_zone_singleTNC_wait_time_mean,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0
origin_zone_singleTNC_wait_time_sd,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
dest_zone_singleTNC_wait_time_mean,6.3,3.0,6.3,8.5,6.3,8.4,6.3,8.5,6.3,6.3,6.3,3.0,8.4,6.3,8.5,8.5,6.3,6.3,8.4,8.5,10.3,3.0,8.4,3.0,3.0
dest_zone_singleTNC_wait_time_sd,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
origSingleTNCWaitTime,3.0000000000000004,3.0000000000000004,3.0000000000000004,3.0000000000000004,3.0000000000000004,3.0000000000000004,3.0000000000000004,3.0000000000000004,3.0000000000000004,3.0000000000000004,3.0000000000000004,3.0000000000000004,3.0000000000000004,3.0000000000000004,3.0000000000000004,3.0000000000000004,3.0000000000000004,3.0000000000000004,3.0000000000000004,3.0000000000000004,3.0000000000000004,3.0000000000000004,3.0000000000000004,3.0000000000000004,3.0000000000000004
destSingleTNCWaitTime,6.299999999999999,3.0000000000000004,6.299999999999999,8.5,6.299999999999999,8.4,6.299999999999999,8.5,6.299999999999999,6.299999999999999,6.299999999999999,3.0000000000000004,8.4,6.299999999999999,8.5,8.5,6.299999999999999,6.299999999999999,8.4,8.5,10.299999999999999,3.0000000000000004,8.4,3.0000000000000004,3.0000000000000004
origin_zone_sharedTNC_wait_time_mean,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0
origin_zone_sharedTNC_wait_time_sd,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
dest_zone_sharedTNC_wait_time_mean,8.0,5.0,8.0,15.0,8.0,11.0,8.0,15.0,8.0,8.0,8.0,5.0,11.0,8.0,15.0,15.0,8.0,8.0,11.0,15.0,15.0,5.0,11.0,5.0,5.0
dest_zone_sharedTNC_wait_time_sd,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
origSharedTNCWaitTime,4.999999999999999,4.999999999999999,4.999999999999999,4.999999999999999,4.999999999999999,4.999999999999999,4.999999999999999,4.999999999999999,4.999999999999999,4.999999999999999,4.999999999999999,4.999999999999999,4.999999999999999,4.999999999999999,4.999999999999999,4.999999999999999,4.999999999999999,4.999999999999999,4.999999999999999,4.999999999999999,4.999999999999999,4.999999999999999,4.999999999999999,4.999999999999999,4.999999999999999
destSharedTNCWaitTime,7.999999999999998,4.999999999999999,7.999999999999998,15.0,7.999999999999998,11.000000000000002,7.999999999999998,15.0,7.999999999999998,7.999999999999998,7.999999999999998,4.999999999999999,11.000000000000002,7.999999999999998,15.0,15.0,7.999999999999998,7.999999999999998,11.000000000000002,15.0,15.0,4.999999999999999,11.000000000000002,4.999999999999999,4.999999999999999
totalWaitTaxi,15.000000000000002,11.0,15.000000000000002,22.8,15.000000000000002,18.800000000000004,15.000000000000002,22.8,15.000000000000002,15.000000000000002,15.000000000000002,11.0,18.800000000000004,15.000000000000002,22.8,22.8,15.000000000000002,15.000000000000002,18.800000000000004,22.8,32.0,11.0,18.800000000000004,11.0,11.0
totalWaitSingleTNC,9.299999999999999,6.000000000000001,9.299999999999999,11.5,9.299999999999999,11.4,9.299999999999999,11.5,9.299999999999999,9.299999999999999,9.299999999999999,6.000000000000001,11.4,9.299999999999999,11.5,11.5,9.299999999999999,9.299999999999999,11.4,11.5,13.299999999999999,6.000000000000001,11.4,6.000000000000001,6.000000000000001
totalWaitSharedTNC,12.999999999999996,9.999999999999998,12.999999999999996,20.0,12.999999999999996,16.0,12.999999999999996,20.0,12.999999999999996,12.999999999999996,12.999999999999996,9.999999999999998,16.0,12.999999999999996,20.0,20.0,12.999999999999996,12.999999999999996,16.0,20.0,20.0,9.999999999999998,16.0,9.999999999999998,9.999999999999998
_free_parking_available,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
_dest_hourly_peak_parking_cost,3.8896147169410513,7.060955201018425,11.982007784100098,0.0,0.6075967211774413,1.2716928908709142,0.0,0.5703359650245169,9.498563536422225,4.852925331984008,4.772908935512062,319.11068565883704,2.2102464794070875,6.547036656269847,0.12063715993878538,1.2740688656522303,9.302248096916156,1.311869686545155,2.2100440108722292,0.2518530944505123,0.07869269611276662,248.25111144173528,4.4806810053865815,56.25244466603306,220.3052628360463
_dest_hourly_offpeak_parking_cost,6.737377505597407,16.402189197217705,35.08881058407401,0.0,0.0,4.242214710590127,0.0,1.902620998939318,31.518821121842127,11.172597439638,13.273450513295971,832.7201323389462,6.053422461735185,18.629934897481057,0.9434443185731252,3.6207929761500472,24.04500748492572,4.22005481035668,6.827829972953872,0.7365872043811867,0.244435851518312,492.2831623656424,14.41424683902462,169.68101435938982,631.8152242021382
_hourly_peak_parking_cost,3.8896147169410513,7.060955201018425,11.982007784100098,0.0,0.6075967211774413,1.2716928908709142,0.0,0.5703359650245169,9.498563536422225,4.852925331984008,4.772908935512062,319.11068565883704,2.2102464794070875,6.547036656269847,0.12063715993878538,1.2740688656522303,9.302248096916156,1.311869686545155,2.2100440108722292,0.2518530944505123,0.07869269611276662,248.25111144173528,4.4806810053865815,56.25244466603306,220.3052628360463
_hourly_offpeak_parking_cost,6.737377505597407,16.402189197217705,35.08881058407401,0.0,0.0,4.242214710590127,0.0,1.902620998939318,31.518821121842127,11.172597439638,13.273450513295971,832.7201323389462,6.053422461735185,18.629934897481057,0.9434443185731252,3.6207929761500472,24.04500748492572,4.22005481035668,6.827829972953872,0.7365872043811867,0.244435851518312,492.2831623656424,14.41424683902462,169.68101435938982,631.8152242021382
daily_parking_cost,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
distance,16.533557891845703,15.709733009338379,14.753785133361816,15.562543869018555,14.168461799621582,9.219852447509766,4.9578776359558105,1.4940226078033447,3.6776235103607178,0.7497288584709167,1.5778684616088867,5.273565292358398,0.21993736922740936,1.6823656558990479,2.0161240100860596,2.251948595046997,2.5704197883605957,2.8091979026794434,2.632066011428833,2.632066011428833,4.9187798500061035,4.155675888061523,9.342206954956055,7.865028381347656,18.464153289794922
sov_available,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True
sovtoll_available,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True
hov2_available,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True
hov2toll_available,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True
hov3_available,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True
hov3toll_available,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True
walk_local_available,True,True,True,True,True,True,True,True,True,True,True,True,False,True,True,True,True,True,True,True,True,True,True,True,True
walk_commuter_available,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
walk_express_available,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
walk_heavyrail_available,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
walk_lrf_available,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
walk_ferry_available,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
drive_local_available,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
drive_commuter_available,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
drive_express_available,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
drive_heavyrail_available,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
drive_lrf_available,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
drive_ferry_available,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
destination_in_cbd,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,1
